NP_001254479	XP_030658210
NP_004360	XP_030658719
NP_001354814	XP_030675653
XP_016873278	XP_030684725
XP_011541515	XP_030673965
XP_011533736	XP_030665179
XP_011534330	XP_030665426
NP_002102	XP_030657254
XP_011508781	XP_030658322
NP_009049	XP_030669776
NP_001365257	XP_030671206
XP_024309756	XP_030656766
NP_001264198	XP_030685190
XP_006719812	XP_030674414
XP_006713873	XP_030658055
NP_001258867	XP_030652912
XP_016863060	XP_030668009
NP_001399	XP_030680779
XP_006720506	XP_030670120
NP_000543	XP_030660340
NP_006653	XP_030653825
XP_006717045	XP_030665526
XP_016879871	XP_030655391
NP_001337091	XP_003269593
XP_011515855	XP_003256069
NP_001371941	XP_030674395
XP_011508493	XP_030679780
XP_016873014	XP_030684796
NP_002408	XP_030661252
XP_011527896	XP_030662191
NP_001353106	XP_030680160
NP_056224	XP_030677560
XP_005257207	XP_030682910
XP_016865149	XP_030681193
XP_011514973	XP_030682633
XP_016884700	XP_030662985
NP_001035957	XP_030656079
NP_001243415	XP_030657460
XP_011521649	XP_030652951
XP_005263429	XP_030672091
NP_001449	XP_030681387
XP_016863877	XP_030672208
NP_000085	XP_012353047
NP_705833	XP_030657663
NP_001365112	XP_030666630
NP_003226	XP_030651260
NP_722576	XP_003272617
XP_011535320	XP_030659383
NP_001296171	XP_030684374
NP_060087	XP_030674070
XP_016855575	XP_003265161
XP_016867287	XP_030652427
XP_011531983	XP_030658088
NP_056234	XP_030663323
NP_056986	XP_030651282
XP_016861487	XP_030667490
XP_011512129	XP_012355314
NP_001104026	XP_030662989
NP_004406	XP_030673129
XP_016868217	XP_030652734
NP_001157789	XP_030667408
XP_024306373	XP_030655658
XP_016874755	XP_030660277
XP_006712761	XP_030658863
NP_055318	XP_003269959
XP_024301921	XP_030664341
NP_060034	XP_030677794
NP_077719	XP_030680572
XP_016861499	XP_030667797
NP_001341825	XP_030673523
NP_597677	XP_030669828
NP_055542	XP_030675976
XP_016883588	XP_030681074
XP_011512294	XP_030669804
XP_011511226	XP_030672569
NP_002215	XP_030658595
NP_055836	XP_030665313
XP_024303525	XP_030661946
XP_005272732	XP_030663436
XP_005245072	XP_030679836
XP_011525662	XP_030678108
XP_016870485	XP_030681051
NP_002364	XP_003266855
XP_024307774	XP_030681150
NP_003377	XP_030653090
NP_000867	XP_030665789
XP_005267559	XP_012353571
XP_005272229	XP_030673943
XP_016856320	XP_030668758
NP_006827	XP_030677353
NP_006729	XP_030670819
XP_011509253	XP_030658637
XP_005246454	XP_030659573
XP_011519299	XP_030660217
XP_016866290	XP_030673155
XP_011511010	XP_030678579
NP_004949	XP_030661630
NP_002007	XP_012367055
NP_001265227	XP_012363815
XP_005268084	XP_030664217
XP_005268859	XP_030677698
NP_001164100	XP_030659453
NP_000642	XP_030668941
XP_016877205	XP_030659959
XP_016876613	XP_003263647
NP_000426	XP_030676438
XP_011512725	XP_030651681
XP_011524424	XP_003267582
NP_065741	XP_030683858
NP_940980	XP_003252348
NP_001084	XP_030677195
NP_001278253	XP_030683169
XP_011519916	XP_030670544
NP_001186978	XP_030660873
XP_024301812	XP_030655105
XP_011521840	XP_030683428
NP_115593	XP_003265774
XP_011531934	XP_030667776
XP_024306305	XP_030656465
NP_066022	XP_030653302
XP_005258164	XP_030666663
NP_079413	XP_030670009
NP_001138890	XP_003258077
NP_075461	XP_030676516
XP_016866048	XP_030654956
XP_016878673	XP_030676357
XP_024302187	XP_030665628
XP_006720161	XP_030669412
NP_001362247	XP_030673809
XP_011530467	XP_012355044
XP_006720780	XP_030670371
NP_057368	XP_030651869
NP_997698	XP_030674103
NP_006303	XP_030677493
XP_011534351	XP_003255666
NP_056993	XP_030656418
NP_001280555	XP_030681655
NP_004371	XP_003269267
NP_006280	XP_030673349
NP_001373227	XP_030652915
XP_016880042	XP_030663930
NP_001420	XP_030671340
XP_011528760	XP_030671860
NP_001231892	XP_030685584
NP_000123	XP_003279379
XP_006721664	XP_030655600
NP_061496	XP_030683306
NP_060899	XP_030653947
NP_000480	XP_030663477
NP_000341	XP_030679159
XP_006711705	XP_030680546
NP_116165	XP_030653585
NP_001365690	XP_030684884
XP_011541349	XP_030650504
XP_005264574	XP_030683459
XP_005267477	XP_030668643
NP_001888	XP_030670648
XP_016874762	XP_030677697
NP_005951	XP_030652422
NP_001316055	XP_030672686
XP_024304557	XP_030679460
XP_011517818	XP_030675213
XP_005246722	XP_012351965
NP_001020029	XP_030668008
NP_061836	XP_030662234
XP_006717948	XP_030665102
NP_003096	XP_030650383
NP_001804	XP_030674318
XP_011543206	XP_030685628
NP_005900	XP_030653932
XP_011508218	XP_003258719
NP_000709	XP_030674203
NP_002842	XP_003261303
XP_016857740	XP_030674650
XP_006718732	XP_030667141
NP_055495	XP_030656438
XP_016869867	XP_030682459
NP_004332	XP_030656571
NP_057417	XP_030654765
XP_005266191	XP_030674057
NP_001004334	XP_030655865
XP_011536382	XP_030677321
NP_001371403	XP_030665886
XP_011522064	XP_030683672
XP_011533696	XP_030665359
NP_005952	XP_030657965
XP_006722671	XP_030652239
NP_005119	XP_030662033
XP_011533097	XP_030677590
XP_006719591	XP_003259585
NP_001356583	XP_030658807
XP_016870167	XP_030673561
XP_011510726	XP_030672701
NP_001019554	XP_003259630
XP_011517755	XP_012355037
NP_005112	XP_003278543
XP_016877297	XP_030669061
NP_689957	XP_030651836
XP_016869811	XP_004087040
NP_006006	XP_030661526
NP_001138424	XP_030683654
NP_001371404	XP_030666122
NP_001361757	XP_030665743
NP_006062	XP_030671221
XP_016861165	XP_030678582
NP_733468	XP_030669664
XP_016859930	XP_030658657
NP_055640	XP_030662018
NP_000121	XP_003258892
XP_024307952	XP_030671835
NP_055523	XP_030677431
XP_005264641	XP_030683128
XP_006719985	XP_030669451
XP_006721026	XP_030654152
XP_006711821	XP_030668415
XP_016877711	XP_030669927
NP_004548	XP_030659196
XP_011532135	XP_030667729
XP_006722497	XP_030666144
NP_065073	XP_003255833
XP_011510412	XP_030684295
NP_054733	XP_030684117
XP_024303906	XP_030653481
NP_001371747	XP_030673918
NP_055160	XP_030653414
XP_011537058	XP_030675745
XP_005269750	XP_030665107
XP_011532396	XP_030667456
NP_066919	XP_030671367
XP_016867448	XP_030656745
NP_056140	XP_030669758
NP_001269789	XP_030680122
XP_011509080	XP_030659163
NP_477352	XP_003281481
NP_005111	XP_030662610
NP_001354490	XP_030668788
NP_620305	XP_012357269
NP_001161707	XP_003257809
NP_891550	XP_003273711
XP_005262425	XP_030663131
XP_005264971	XP_030667541
NP_996879	XP_030680626
XP_024309159	XP_003261870
NP_955452	XP_030658043
XP_011526807	XP_003280190
NP_001136336	XP_030676083
NP_001292204	XP_030661208
XP_024307083	XP_030651873
XP_011516468	XP_030673584
XP_011525315	XP_030677008
NP_003283	XP_030674601
XP_005260057	XP_030676677
NP_001511	XP_030655213
NP_060506	XP_003275409
NP_055616	XP_003267318
NP_996810	XP_012360296
XP_006719768	XP_030678432
NP_004136	XP_030676358
XP_011538506	XP_012352478
NP_982272	XP_030671469
XP_011541219	XP_030685512
NP_001376546	XP_030674516
NP_060542	XP_003267349
NP_001243084	XP_030662843
XP_005258413	XP_030666464
XP_016869210	XP_030650914
NP_001358972	XP_030665609
NP_001034230	XP_030671452
XP_016875415	XP_030660372
NP_062535	XP_030658177
NP_001364953	XP_003253449
XP_016859658	XP_030656842
NP_001356197	XP_030670838
NP_001010870	XP_030658182
NP_009117	XP_030681617
XP_011522899	XP_030656151
NP_036466	XP_003263225
NP_542417	XP_030659059
NP_001358171	XP_003278960
XP_011534830	XP_003260905
NP_001380	XP_030662062
NP_002325	XP_030685133
XP_011543326	XP_030667068
NP_443179	XP_030665954
XP_011523944	XP_030666545
NP_775837	XP_030672014
NP_061897	XP_030656559
XP_011520314	XP_030670952
XP_011537056	XP_003252330
NP_001185688	XP_012352013
NP_001138947	XP_030672294
NP_055950	XP_003261424
XP_011517228	XP_030658047
XP_024308593	XP_030652459
XP_005256484	XP_030656135
NP_002290	XP_003267652
XP_011543348	XP_030685485
NP_036326	XP_030650515
XP_024308994	XP_030659740
NP_056288	XP_003260774
XP_011536085	XP_030677349
NP_055601	XP_003254791
NP_002841	XP_030652827
XP_005265126	XP_030667993
XP_011510089	XP_030660088
NP_001362342	XP_030670379
XP_011509935	XP_030683163
XP_016868308	XP_030682284
XP_016870448	XP_030668390
XP_024305390	XP_030666166
NP_060482	XP_030668424
NP_036462	XP_030653720
NP_000419	XP_030659272
NP_001159435	XP_030651615
NP_001092874	XP_030667960
XP_011540175	XP_030679538
NP_001008938	XP_030650571
XP_005250743	XP_030681509
NP_065770	XP_030676917
XP_006724878	XP_030662847
NP_056372	XP_030660938
NP_001035232	XP_030653025
NP_803187	XP_003260983
XP_005273221	XP_030668933
XP_005263172	XP_030654114
NP_036553	XP_030679408
XP_011533950	XP_030665270
XP_016883947	XP_030662231
NP_000928	XP_003274666
XP_011535336	XP_003263795
XP_011509912	XP_030652153
NP_005174	XP_030662423
XP_024309019	XP_030656046
NP_001317569	XP_030674665
NP_115618	XP_030657533
NP_001317189	XP_030672384
NP_001017969	XP_003273881
NP_001120680	XP_003257511
XP_011543165	XP_030667003
NP_055918	XP_030657641
NP_001157281	XP_030655395
XP_005265428	XP_012366250
NP_066363	XP_030682562
XP_005246356	XP_030658127
XP_006721929	XP_030683192
XP_011509919	XP_030651623
XP_005261261	XP_030662200
NP_001156729	XP_030662308
NP_071348	XP_030656122
XP_011509205	XP_030659483
NP_659419	XP_030675843
XP_011509159	XP_030658337
XP_005258149	XP_030666615
NP_001358518	XP_030676430
XP_006723661	XP_030681070
XP_005262352	XP_030662490
NP_001307764	XP_003267160
NP_059984	XP_030663002
NP_005641	XP_030671292
NP_055873	XP_003270072
NP_001373268	XP_030650407
XP_005269705	XP_030654247
XP_011526219	XP_030677714
XP_016857512	XP_030679798
XP_016867690	XP_030682627
NP_079357	XP_003260748
NP_001293066	XP_030656341
NP_060132	XP_030665688
NP_001264	XP_030660756
XP_011542959	XP_030673042
NP_001032	XP_003256444
XP_016877839	XP_003266967
XP_011517906	XP_003269414
XP_011531007	XP_030683435
XP_016883228	XP_030681063
XP_011542831	XP_030668148
XP_011529011	XP_030671127
XP_024305999	XP_030655402
XP_024309300	XP_030658097
NP_001135452	XP_030670069
XP_011515533	XP_030650929
XP_006718110	XP_030663717
XP_006722059	XP_030684059
XP_005264475	XP_030682844
NP_849188	XP_030666077
NP_001333694	XP_030655251
NP_001307676	XP_030683360
XP_005255767	XP_030653716
NP_004738	XP_030655117
XP_011522177	XP_030656160
NP_071407	XP_030655111
NP_079216	XP_030672850
NP_005076	XP_030673909
NP_002283	XP_030667648
NP_056056	XP_030671643
NP_001014364	XP_030680360
NP_001364472	XP_012361258
NP_001293018	XP_030666114
NP_055880	XP_030685099
XP_011542792	XP_030673033
XP_011531155	XP_030655829
NP_003963	XP_003255267
NP_001131139	XP_003258383
NP_006412	XP_003274846
XP_016871417	XP_030654134
NP_997191	XP_030680304
NP_000060	XP_030674542
XP_024304666	XP_030677396
XP_011536103	XP_003252853
NP_061152	XP_030681521
XP_005255916	XP_030675416
XP_011516365	XP_003260448
XP_011543362	XP_030685422
XP_011541600	XP_030654566
NP_689472	XP_012362591
NP_001185879	XP_030669541
NP_001363793	XP_030671150
NP_060404	XP_030654878
NP_055312	XP_030684174
XP_011533852	XP_003255604
XP_016879516	XP_030683496
NP_004937	XP_003268691
XP_011525622	XP_030676981
NP_001374479	XP_030668624
NP_000325	XP_030655450
XP_005263966	XP_030683073
XP_011533205	XP_030669195
XP_005267041	XP_012361473
NP_002461	XP_030656383
XP_016883475	XP_030681733
NP_001035203	XP_030653882
NP_001353774	XP_003266828
XP_016878010	XP_030670244
NP_001354422	XP_012353265
XP_016872877	XP_030667293
NP_002464	XP_030671492
NP_001351860	XP_030678040
NP_001158137	XP_030681941
NP_001155973	XP_030671362
NP_005954	XP_003274731
NP_002462	XP_030658309
NP_694984	XP_030662749
NP_000248	XP_004091949
XP_005249549	XP_030659061
XP_006722277	XP_030682961
XP_011538765	XP_030668785
XP_016855823	XP_030680840
NP_003793	XP_030656389
NP_056019	XP_003252614
XP_005269704	XP_030663335
XP_011539361	XP_030679672
NP_001369277	XP_030669935
NP_060004	XP_030656384
NP_056471	XP_030659479
XP_016881477	XP_030666527
XP_011521675	XP_030652521
XP_006716714	XP_003256207
XP_011542759	XP_030672912
XP_011510350	XP_030651920
NP_002463	XP_030656385
NP_060003	XP_012356894
NP_001073936	XP_030666318
NP_006411	XP_003252956
NP_000084	XP_030674006
NP_115921	XP_030659839
NP_001352881	XP_030660903
XP_016878512	XP_030654475
NP_116277	XP_030673538
NP_001365136	XP_030666602
NP_689854	XP_030678537
NP_065910	XP_030674880
XP_011512740	XP_030653447
NP_777576	XP_003266833
XP_011517854	XP_003269411
NP_001355324	XP_030663407
XP_011510861	XP_030657547
XP_016866367	XP_030665828
XP_024305328	XP_030669581
XP_016867673	XP_030681379
XP_011520124	XP_030670782
NP_001310991	XP_030668688
XP_024309179	XP_030657543
XP_016876668	XP_030668683
NP_001262	XP_030670917
NP_071396	XP_030673217
XP_005258728	XP_030678109
NP_001335658	XP_030656611
XP_016867022	XP_030652032
NP_001366560	XP_030660084
NP_056311	XP_003268368
NP_001157968	XP_003261867
NP_004230	XP_004091893
XP_011532619	XP_030667982
NP_001035194	XP_030651456
NP_919269	XP_030666054
XP_011514277	XP_030681721
XP_024305104	XP_030669508
NP_056380	XP_003263863
NP_001303278	XP_030657197
NP_057688	XP_030684465
XP_016870344	XP_030675409
NP_004749	XP_030684347
NP_714544	XP_030670059
XP_011543672	XP_030666934
NP_056477	XP_030656653
XP_006724599	XP_030663089
NP_060024	XP_030657605
NP_001358973	XP_030671098
NP_001352054	XP_030650490
XP_016879389	XP_030653887
NP_002572	XP_003264100
NP_009231	NP_001295597
XP_016866180	XP_030665657
NP_056169	XP_030673841
XP_005273269	XP_030668531
NP_001248392	XP_003255527
NP_001272368	XP_030669865
XP_016861136	XP_030666060
XP_024310112	XP_030673112
XP_011509402	XP_003267635
XP_016857028	XP_030661582
XP_006724840	XP_030663231
NP_001009931	XP_030680362
XP_011520940	XP_030654805
XP_016877280	XP_030660049
XP_016880467	XP_030656434
NP_009224	XP_030658388
XP_016874530	XP_030678168
XP_011523571	XP_003279432
NP_056240	XP_030683389
XP_024305825	XP_030670713
XP_011511221	XP_012364056
XP_005254194	XP_030669695
XP_011530986	XP_030683563
NP_065973	XP_030662771
NP_001073890	XP_030676319
XP_024304240	XP_030684872
NP_001837	XP_030669542
NP_060719	XP_030673572
NP_115804	XP_030662374
NP_002327	XP_003265556
XP_011509772	XP_030656861
XP_016862217	XP_012351984
XP_024309901	XP_030672167
XP_011510863	XP_030678602
NP_001275582	XP_030684239
XP_024303606	XP_030654078
NP_001036068	XP_003273720
NP_001364459	XP_030660036
NP_001295049	XP_012359875
NP_115820	XP_030655044
NP_689856	XP_030660804
NP_075556	XP_030681491
NP_061198	XP_030669936
NP_065970	XP_030658414
NP_002637	XP_030669015
XP_016865394	XP_012357069
NP_542411	XP_030658747
NP_001003699	XP_030673124
NP_056045	XP_030656823
NP_001373859	XP_030671852
XP_005263415	XP_012363689
NP_001304092	XP_030673585
XP_024308847	XP_030658568
NP_001362476	XP_030657999
XP_005268284	XP_030659796
NP_001308307	XP_030650361
XP_011540770	XP_030661650
XP_016883917	XP_030661879
NP_569711	XP_030661868
XP_011530705	XP_012363421
NP_056534	XP_030676769
XP_024308661	XP_030659561
NP_001371475	XP_030665724
XP_024307049	XP_003262073
NP_065871	XP_030681257
XP_016873816	XP_003254427
XP_006724680	XP_012354464
XP_011532279	XP_030657511
NP_001353076	XP_030665865
XP_005246338	XP_030659924
NP_002284	XP_003264486
NP_001138462	XP_030656965
XP_006712840	XP_030658618
NP_001333342	XP_030650625
NP_001836	XP_030669544
NP_853514	XP_030685585
XP_011539386	XP_030661043
XP_024308699	XP_030656090
XP_005259717	XP_030651736
XP_373030	XP_030674317
XP_011512018	XP_004091697
NP_919431	XP_012361858
XP_011539187	XP_030661603
NP_001352564	XP_012354615
NP_001271188	XP_003255255
XP_011512437	XP_030669824
XP_011523673	XP_030684001
NP_001351247	XP_003258163
NP_008841	XP_030655452
NP_203754	XP_030666682
NP_001073948	XP_003266109
NP_003052	XP_003255326
XP_006712743	XP_003266244
NP_000055	XP_030663726
XP_005248268	XP_030656971
NP_009029	XP_030671730
NP_003861	XP_003268550
NP_079146	XP_003274854
NP_001363500	XP_030650447
NP_001238949	XP_003280360
NP_001013725	XP_030670189
NP_001317629	XP_030668112
XP_005270733	XP_030674668
XP_011513476	XP_003252617
NP_036363	XP_030661092
XP_016858161	XP_030661667
XP_016863419	XP_030674723
NP_001036009	XP_030651554
NP_000019	XP_003260151
NP_001138502	XP_003256986
NP_001124295	XP_030676758
XP_011517730	XP_030675232
XP_016857388	XP_030679148
XP_011529151	XP_030663030
NP_219499	XP_003261289
NP_061142	XP_030684261
XP_016856413	XP_030679516
NP_005637	XP_003267321
XP_011515697	XP_030651165
NP_006030	XP_030656404
XP_011538498	XP_030663247
XP_006720500	XP_003266938
XP_005253462	XP_030660458
XP_006722909	XP_030676687
NP_001080	XP_030653652
NP_001258875	XP_030681054
NP_005913	XP_030665794
XP_011533233	XP_030669093
NP_001275914	XP_003276129
NP_003886	XP_030661993
XP_011516423	XP_030673913
NP_078970	XP_003255896
NP_005752	XP_003259542
NP_000082	XP_030658174
NP_002429	XP_030675096
NP_001157858	XP_003259971
NP_001073991	XP_030657039
XP_005256606	XP_030655893
NP_787954	XP_030670002
XP_016869180	XP_030650847
NP_001365368	XP_012366249
XP_011539559	XP_030661219
NP_001129131	XP_030682776
NP_004178	XP_030663316
XP_016867371	XP_030652565
NP_001695	XP_003271133
NP_115818	XP_030655328
NP_001847	XP_030679144
NP_001290427	XP_030677948
XP_024309041	XP_030679076
XP_005246449	XP_030652430
NP_056281	XP_030667775
XP_006712709	XP_030660140
NP_054799	XP_003266907
XP_011537119	XP_030675751
NP_060887	XP_003258868
NP_542194	XP_030682719
XP_011517801	XP_030653867
XP_006723761	XP_003277562
NP_001300971	XP_030674493
XP_024303020	XP_030660619
NP_001284579	XP_003273839
XP_011524010	XP_030666592
XP_016873686	XP_030684720
NP_060124	XP_030677947
XP_016883940	XP_030661930
XP_016858421	XP_030668454
NP_064505	XP_003278196
NP_775873	XP_030672428
XP_016885151	XP_030662454
NP_065194	XP_030671164
XP_016883780	XP_030661842
NP_001239029	XP_030674543
NP_056036	XP_003255383
XP_005255258	XP_030655219
XP_006711655	XP_030668685
XP_005255780	XP_030653864
XP_005263453	XP_030674018
NP_000159	XP_012352438
XP_016868329	XP_030681314
XP_016858494	XP_003264572
NP_001640	XP_030662396
NP_055454	XP_030672832
NP_055877	XP_030663793
XP_011511944	XP_030657151
XP_016879894	XP_030684266
NP_001362582	XP_003273448
XP_011513778	XP_030651996
XP_016878863	XP_030654629
NP_874365	XP_030660280
NP_064693	XP_030660605
NP_001356647	XP_012355708
XP_011534248	XP_030665767
NP_001303238	XP_030660324
NP_071926	XP_030683223
XP_016867006	XP_030665704
XP_016858130	XP_030661384
XP_016856341	XP_012357399
NP_056280	XP_030681840
NP_055790	XP_012364932
XP_011533457	XP_030669081
NP_775760	XP_003274432
XP_011532283	XP_030657970
XP_011526231	XP_030676367
NP_006624	XP_003261535
NP_065772	XP_030663156
XP_016874708	XP_030660187
NP_001181875	XP_030678762
NP_001278910	XP_030665513
XP_011539975	XP_030661277
NP_001358154	XP_012364288
NP_065944	XP_030669785
XP_024306918	XP_003267573
NP_004437	XP_012362033
NP_001309397	XP_030664721
NP_055506	XP_003272843
NP_940867	XP_003262190
XP_005267693	XP_003263735
NP_001292353	XP_030668480
NP_647537	XP_030681302
NP_690848	XP_030651161
NP_001356185	XP_030659197
NP_001191147	XP_030677331
XP_011509271	XP_030657154
NP_001354395	XP_030680306
XP_016882154	XP_030675944
XP_005260519	XP_030681390
NP_004482	XP_030663724
XP_016869593	XP_003256001
XP_024307588	XP_030681305
NP_056100	XP_030666220
NP_001058	XP_030664003
NP_056128	XP_030650600
NP_001036146	XP_003274352
NP_060023	XP_030670140
XP_016855481	XP_030661351
XP_011541005	XP_030684820
NP_055621	XP_030673370
XP_006711722	XP_030680023
XP_011524491	XP_030666419
NP_008958	XP_003265286
NP_001317928	XP_030665252
XP_016868457	XP_030650772
NP_005426	XP_030682253
NP_001122105	XP_030671753
XP_011543457	XP_030666995
NP_003961	XP_030668276
XP_016881964	XP_030676472
NP_001374509	XP_012354174
NP_001307279	XP_030662128
XP_005248689	XP_030656585
NP_001352935	XP_030680998
NP_001138422	XP_030675438
XP_006724642	XP_030663308
XP_016866934	XP_030652356
XP_005254465	XP_012362978
XP_006713103	XP_030668040
XP_016873061	XP_030685127
NP_004765	XP_030663946
XP_016878661	XP_030653851
NP_003623	XP_003279528
NP_997186	XP_030662442
NP_000383	XP_030658289
NP_001276325	XP_030682180
XP_011534269	XP_030665617
XP_011519396	XP_030669424
XP_005266359	XP_030669219
NP_064592	XP_030655569
NP_001122080	XP_030670114
NP_038476	XP_030669212
NP_003889	XP_030665757
XP_011517314	XP_030665077
XP_024306029	XP_030653894
NP_001273510	XP_012359265
XP_011530082	XP_030672113
XP_016876716	XP_030659886
NP_001008537	XP_003269031
XP_006712933	XP_030684056
NP_003777	XP_030683424
NP_001186346	XP_030656327
XP_011516804	XP_030673674
XP_024305333	XP_030667405
XP_011542260	XP_004092479
NP_443141	XP_030669713
NP_000384	XP_030658577
NP_055592	XP_003275206
NP_620594	XP_030673974
XP_006719119	XP_030660614
NP_036425	XP_030656422
NP_001317289	XP_030663047
NP_001136254	XP_003268044
NP_009115	XP_003257214
XP_005268318	XP_030670319
NP_001275659	XP_003279080
NP_075447	XP_030672975
NP_004220	XP_030662663
XP_011535239	XP_012353489
NP_055804	XP_030665193
NP_005206	XP_030666264
NP_742066	XP_003262836
NP_001309185	XP_030667534
NP_001276976	XP_030671631
XP_005250207	XP_030652597
XP_011520551	XP_030670061
XP_011530891	XP_030655459
NP_055731	XP_030651417
NP_000043	XP_030663243
NP_001231118	XP_030667208
XP_011532222	XP_030657384
NP_056076	XP_030685452
XP_024302907	XP_030660821
NP_001035207	XP_030684942
XP_011528618	XP_030671262
NP_065880	XP_003273873
XP_024305769	XP_030670760
NP_056046	XP_003279035
XP_011518869	XP_030660295
NP_005912	XP_030654142
NP_001333369	XP_004091168
XP_011526950	XP_030682647
NP_056526	XP_030652839
NP_000199	XP_030663572
NP_001333445	XP_030664858
NP_079429	XP_030681451
NP_689585	XP_030661216
NP_000255	XP_003260566
NP_001284636	XP_012357528
XP_011524713	XP_030676841
XP_011511892	XP_030656672
XP_016862450	XP_003273682
XP_011514525	XP_012367792
XP_016874961	XP_004092145
NP_006608	XP_030680046
NP_000483	XP_003261288
NP_653252	XP_030651314
NP_001136235	XP_030665165
XP_011526969	XP_030682683
XP_024310051	XP_030668994
NP_055869	XP_030675613
XP_006719365	XP_030678456
NP_001317665	XP_030664972
XP_011543331	XP_030667232
XP_005258290	XP_030666472
NP_619727	XP_003262996
XP_016863960	XP_012363085
XP_006721054	XP_030653658
XP_011526789	XP_030681312
XP_005267462	XP_030666384
NP_001357331	XP_030652158
NP_004295	XP_030655650
XP_005251926	XP_003267450
NP_001264214	XP_030684916
NP_001372548	XP_030674237
XP_005264880	XP_030667652
XP_005262366	XP_030663488
XP_005266355	XP_030674407
NP_065829	XP_030670808
XP_005265227	XP_030667609
NP_055659	XP_030659995
NP_598000	XP_030665180
XP_011540739	XP_003264473
XP_016878726	XP_030653903
NP_001336221	XP_030678799
XP_024305174	XP_030669137
XP_016874317	XP_003252275
NP_001363446	XP_012361553
XP_011523061	XP_003277124
NP_008986	XP_030653465
XP_016864349	XP_030656761
XP_011543334	XP_030667054
XP_016880922	XP_030684198
XP_016883022	XP_030676130
XP_016859146	XP_030657271
NP_663780	XP_030670928
NP_060224	XP_003278871
XP_011539152	XP_030680913
NP_001973	XP_003252875
XP_011508975	XP_003253891
NP_579878	XP_030657228
XP_011523331	XP_003272367
XP_005266487	XP_030669295
NP_065186	XP_030656789
NP_004317	XP_003273266
NP_036546	XP_030668714
XP_011510616	XP_030678748
XP_016856233	XP_030680397
XP_016868239	XP_030651531
