NP_001254479	XP_028686722
NP_003449	XP_028699323
XP_006724531	XP_028698102
NP_001373664	XP_028697275
XP_011515896	XP_015001085
XP_016867131	XP_028701901
NP_001354553	XP_014982269
XP_005270743	XP_014992839
NP_705838	XP_014995815
NP_001291288	XP_028688832
XP_011524280	XP_014977167
NP_055816	XP_002808320
NP_071407	XP_015002911
NP_001398	XP_014986466
NP_001990	XP_014996175
XP_016866340	XP_014992959
XP_011509306	XP_028686895
XP_011534404	XP_014992697
NP_689594	XP_014965769
XP_016880204	XP_028691905
XP_016877788	XP_014997476
NP_060606	NP_001098005
NP_000129	XP_014997668
NP_003728	XP_028689585
NP_001345164	XP_014994854
XP_005264059	XP_014968578
NP_004376	XP_001112269
NP_997244	XP_014976444
XP_011508781	XP_014966620
XP_011538288	XP_015002478
XP_011533736	XP_028703243
NP_000050	XP_028693482
NP_001365386	XP_014997730
NP_150648	XP_014973424
XP_011534330	XP_028702867
NP_001371661	XP_014995364
XP_024309756	XP_014993826
NP_005550	XP_001118617
XP_016882868	XP_028694563
NP_004360	XP_014966890
XP_011541515	XP_002804535
NP_001354814	XP_015007974
XP_016873278	XP_014971094
NP_002102	XP_028704080
NP_001291477	XP_014982652
NP_009049	XP_014995236
XP_016863060	XP_028699755
XP_006713873	XP_014985513
XP_006719812	XP_028693025
NP_001399	XP_028686519
NP_001258867	XP_014979529
NP_001371941	XP_028693352
NP_001264198	XP_028689420
NP_006653	XP_028697246
XP_006720506	XP_014997478
NP_000543	NP_001230015
XP_011515855	XP_015000906
XP_016879871	XP_014973751
XP_006717045	XP_014973409
XP_011508493	XP_028706847
XP_016873014	XP_028689703
NP_001353106	XP_028683980
XP_016865149	XP_028705730
XP_005257207	XP_028692532
NP_056224	XP_028686022
NP_001035957	XP_014974489
NP_001337091	XP_015000602
NP_001449	XP_028702095
XP_016863877	XP_028703885
XP_011521649	XP_028696729
NP_001243415	XP_014985466
XP_011527896	XP_014988150
XP_005263429	XP_028704640
NP_002408	XP_015003939
NP_001365112	XP_028693994
NP_060087	XP_014971839
XP_011531983	XP_014985841
XP_011508422	XP_028707822
XP_011535320	XP_014999803
NP_003226	XP_028708128
NP_056986	XP_028708636
XP_006712761	XP_028686828
XP_016861487	XP_014986236
XP_011514973	XP_028702225
NP_001104026	XP_001091073
NP_705833	XP_001086806
NP_004406	XP_001085012
NP_056234	XP_001086428
XP_011512129	XP_014993494
NP_001157789	XP_014986108
XP_016874755	XP_015006808
XP_016855575	XP_014971802
NP_055318	XP_001091709
XP_016868217	XP_028700928
NP_077719	NP_001247591
XP_024301921	XP_014996985
NP_001296171	XP_028692622
XP_016861499	XP_014986593
NP_597677	XP_014995360
NP_001358118	XP_014972979
NP_055542	XP_014979183
XP_016883588	XP_015004487
NP_002215	XP_014991603
XP_011511226	XP_014987477
XP_005272732	XP_014982704
NP_001341825	XP_014996059
NP_060034	XP_028685648
NP_055836	XP_014992392
NP_722576	XP_028697897
XP_016884700	XP_014983639
XP_005245072	XP_014979673
XP_016870485	XP_014972625
XP_005267559	XP_014998967
NP_002364	XP_001108014
XP_011512294	XP_028705197
XP_016856320	XP_014995847
XP_024303525	XP_028682779
NP_006827	XP_015008434
XP_005272229	XP_028690525
NP_003377	XP_014989974
NP_004949	XP_014966724
XP_005246454	XP_014966387
XP_011509253	XP_028686914
XP_006720161	XP_014999054
XP_011519916	XP_028706923
XP_011512725	XP_014991900
XP_016885567	XP_028695755
NP_006729	XP_028707120
XP_024307774	XP_015004088
XP_005268084	XP_014998689
XP_011519299	XP_015006204
NP_000867	XP_014993117
XP_005268859	XP_028685586
NP_001164100	XP_014998731
XP_011525662	XP_014979276
XP_016866290	XP_028703670
NP_000426	XP_014978652
XP_016876613	XP_014999449
XP_016877205	XP_014998900
XP_011511010	XP_014987290
NP_940980	XP_015006935
XP_011524424	XP_014977345
NP_001265227	XP_014987694
NP_001084	XP_015008206
NP_001278253	XP_014976065
XP_011517818	XP_015001872
NP_115593	XP_028704340
XP_024306305	XP_014973672
XP_011537058	XP_015007919
NP_955452	XP_014985457
XP_016874762	XP_028684652
XP_024301812	XP_014995645
XP_011531934	XP_028699892
NP_075461	XP_028695141
NP_066022	XP_028696035
XP_016866048	XP_014992327
NP_065741	XP_014996513
NP_001362247	XP_014972108
NP_001138890	XP_028683732
NP_002007	XP_015007868
NP_079413	XP_014997611
XP_006721664	XP_014974184
XP_011530467	XP_028704430
XP_011521840	XP_014976113
XP_006720780	XP_014997894
XP_024302187	XP_028703002
NP_057368	XP_014981788
NP_001136336	XP_028696932
NP_997698	XP_014971782
XP_016857740	XP_028706921
XP_016880042	NP_001253707
NP_004371	NP_001247644
XP_016878673	XP_028696711
XP_005258164	XP_028693719
NP_006303	XP_028685938
NP_001804	XP_001110512
NP_001420	NP_001253415
NP_006280	XP_014972948
NP_056993	XP_014967230
NP_001373227	XP_014979531
XP_011534351	XP_028702889
NP_001231892	XP_001094622
NP_061496	XP_014974756
NP_002448	XP_028688756
NP_003096	XP_014971461
NP_001371403	XP_014977356
NP_000480	XP_001099874
NP_001280555	XP_028702226
XP_011528760	XP_028683758
NP_116165	XP_015003013
NP_000341	XP_015000846
NP_000123	XP_014984059
XP_006718732	XP_014969099
XP_005264574	XP_014967840
NP_001365690	XP_028689918
NP_001316055	XP_014987624
XP_011541349	XP_014970957
XP_005267477	NP_001247676
XP_016869867	XP_014972643
NP_001888	XP_028706982
XP_024304557	XP_014992394
NP_000709	XP_028690326
NP_001020029	XP_014999377
NP_060899	XP_014995739
XP_006717948	XP_015003197
NP_005900	NP_001252616
NP_061836	XP_014988362
NP_055495	XP_001108491
XP_011543206	XP_014970673
NP_001157934	XP_028702384
XP_005246722	XP_014965576
XP_011536382	NP_001248461
NP_002842	NP_001265311
XP_011533696	XP_014992472
NP_004332	XP_014967435
XP_011533097	XP_014965223
XP_005266191	XP_014971840
XP_011508218	XP_001117115
XP_011522064	XP_028691894
XP_011543348	XP_028689673
XP_016870167	XP_014972457
NP_005119	XP_014988403
NP_001019554	XP_028685574
XP_006719591	XP_001117453
NP_005112	XP_014975510
XP_016877297	XP_014999002
NP_006006	XP_014987605
NP_001004334	XP_001081991
NP_689957	XP_028701358
XP_005264641	XP_028688221
NP_001138424	XP_014975718
XP_011532396	XP_028700070
XP_016869811	XP_028690989
XP_016861165	XP_028699611
NP_057417	XP_028696624
XP_016859930	XP_014966660
XP_024303906	XP_015002184
XP_006719985	XP_014976836
XP_006711821	XP_001087893
NP_001371404	XP_001085704
NP_055523	XP_015007247
NP_065073	XP_001095348
XP_016877711	XP_014997768
XP_024307952	XP_015005361
XP_011510726	XP_014987691
NP_054733	XP_014968343
NP_006062	XP_001110678
XP_006721026	XP_028697142
XP_005269750	XP_015003186
NP_055640	XP_014988518
XP_006722671	XP_014977838
NP_004548	XP_014991534
NP_001371747	XP_028690542
NP_001354490	XP_014996581
NP_066919	XP_028683528
NP_001361757	XP_028703112
XP_016867448	XP_014988641
NP_055160	XP_014991906
NP_477352	XP_015005276
XP_005262425	XP_014983560
XP_011532135	XP_014986494
XP_016875415	XP_028684941
NP_005111	XP_028697917
XP_011509080	XP_014966308
NP_620305	XP_014988448
NP_891550	XP_014985954
NP_001356583	XP_028686862
NP_733468	XP_028706581
XP_005264971	XP_014986308
XP_011534830	XP_014999830
NP_056140	XP_002808470
NP_060506	XP_001101467
NP_003283	XP_014977322
XP_011510412	XP_028687987
XP_005260057	XP_028694536
XP_011525315	XP_028695554
XP_011516468	XP_014972420
XP_011538506	XP_028682405
NP_982272	XP_014973331
NP_000121	XP_014980454
XP_024309159	XP_014985369
XP_024308593	XP_014965688
XP_011541219	XP_028689860
NP_001161707	XP_001092507
NP_001292204	XP_014965958
NP_996879	XP_028685705
XP_011526807	XP_015004111
NP_000642	XP_028702419
XP_024309291	XP_014986515
NP_001511	XP_001101688
NP_055616	XP_028705469
XP_024307083	XP_014977808
NP_001364953	XP_014971580
NP_060542	XP_014982474
XP_005258413	XP_014977279
NP_001376546	XP_014975805
XP_016859587	XP_028687509
XP_006719768	XP_015007331
XP_016859658	XP_028686448
NP_062535	XP_014999618
XP_011522899	XP_014975558
NP_036466	XP_002804360
NP_001380	XP_028701150
NP_002325	XP_014969841
NP_009117	XP_028684191
NP_001010870	XP_001103211
NP_542417	XP_014991419
NP_001243084	XP_028697852
NP_001358972	XP_028691087
XP_011543326	XP_014969262
XP_011520314	XP_014998669
XP_011523944	NP_001245095
XP_011536085	XP_015008429
NP_001274418	XP_014967378
NP_055950	XP_028702166
XP_005256484	XP_028691549
XP_024308994	XP_014966772
XP_016869210	XP_001083644
NP_002841	XP_028695360
NP_001356197	XP_014998454
XP_011537056	NP_001104009
XP_016868308	XP_028702029
XP_011509935	XP_028688135
XP_011542831	XP_028708214
NP_001034230	XP_015005780
NP_001362342	XP_028691001
NP_060132	XP_028691078
NP_061897	XP_014967593
NP_056288	XP_014998992
XP_016870448	XP_028690255
XP_011517228	XP_014972762
XP_005265126	XP_014986853
NP_002290	XP_014965495
NP_001269789	XP_028683826
NP_775837	XP_015005575
NP_036462	XP_015002723
NP_001159435	XP_001101023
NP_001008938	XP_014969843
XP_005263172	XP_014994541
XP_024305390	XP_014999159
XP_005250743	XP_014990427
XP_006723661	XP_015005025
NP_001092874	XP_014986817
NP_036326	XP_014970042
XP_011540175	XP_014992970
NP_065770	XP_014980071
NP_055601	XP_001115376
NP_001035232	XP_001100368
XP_006722277	XP_014975651
XP_005273221	XP_001110951
NP_066363	XP_015004280
NP_056372	XP_014996210
NP_036553	XP_014991942
XP_006724878	XP_014984025
NP_000928	XP_014973999
NP_000419	XP_014999617
NP_060482	XP_014983207
NP_803187	XP_014999915
NP_001317189	XP_028685328
XP_005246356	XP_014965827
NP_001138947	XP_028685302
NP_005568	XP_028702834
XP_011509912	XP_014965758
NP_115618	XP_001114446
NP_001017969	XP_001108823
NP_443179	XP_028694099
XP_006711705	XP_028702997
NP_055918	XP_028700327
XP_011510089	XP_014966548
NP_001120680	XP_014994415
NP_001317569	XP_014973115
XP_011517906	XP_028709252
NP_001157281	XP_014973673
XP_011535336	XP_014999114
NP_659419	XP_015007736
XP_011509919	XP_028686638
XP_005265428	XP_014986800
NP_005952	XP_028688755
XP_006722497	XP_028693766
XP_005262352	XP_028698088
XP_011509159	XP_014966634
XP_005261261	XP_014988161
NP_005951	XP_028701444
XP_011531007	XP_014967845
NP_001156729	XP_001085759
XP_016883947	XP_014988390
XP_011533950	XP_014992120
NP_001307764	XP_014997991
XP_006722059	XP_028691507
XP_005269705	XP_015002764
XP_005258149	XP_028693674
NP_055873	XP_014976455
NP_001358518	XP_028694781
XP_011509205	XP_014966587
NP_059984	XP_028698159
NP_001264	XP_028685023
NP_001364459	XP_028682799
XP_024309019	XP_014967204
NP_005641	XP_001107318
XP_016867690	XP_014990159
XP_011542959	XP_028708462
NP_001373268	XP_028689526
XP_016877839	XP_028706746
NP_079357	XP_014998951
XP_024309179	XP_028700310
NP_001293066	XP_028687778
XP_016883228	XP_015004643
NP_001136235	XP_002805775
XP_011529011	XP_028683348
NP_071348	XP_028687548
XP_024305999	XP_014981299
NP_001376220	XP_028685862
NP_001135452	XP_014997543
XP_006718110	XP_015003551
XP_011522177	XP_014974066
XP_024309300	XP_001113525
NP_001032	XP_014987174
NP_004738	XP_028682268
NP_001365257	XP_028683420
XP_005264475	XP_014967866
XP_016857512	XP_014979047
XP_011542792	XP_015000781
NP_001293018	XP_028693615
XP_006721929	XP_014975879
NP_001364472	XP_028682832
NP_079216	XP_015000480
NP_005076	XP_014972031
XP_011531155	XP_028687613
XP_016881477	XP_014977124
NP_997191	XP_014965256
NP_001073883	XP_014999861
XP_011515533	XP_028708125
NP_000060	XP_014975975
NP_003963	XP_015003168
XP_005255767	XP_001111938
XP_016878010	XP_028706504
XP_011536103	XP_028685449
NP_061152	XP_028701987
NP_004937	XP_028705741
NP_055880	XP_014971105
XP_011516365	XP_001109888
XP_024304666	XP_015008495
NP_002283	NP_001181397
XP_024308847	XP_014966423
XP_016879516	XP_028691898
NP_002340	XP_001093552
NP_001369277	XP_014997751
NP_005174	XP_028698053
XP_011525622	XP_014980128
NP_001185879	XP_014976923
NP_060404	XP_014992298
NP_002461	XP_014974084
XP_011543362	XP_014970563
NP_001374479	XP_028682030
NP_001035203	XP_014981178
NP_001363793	XP_015006116
NP_001307676	XP_014975896
NP_056056	XP_028683827
NP_002464	XP_015005719
XP_011517854	XP_015002103
XP_005263966	XP_014968408
NP_694984	XP_014983214
XP_005267041	XP_028702884
NP_001351860	XP_028690821
NP_002462	XP_028707261
NP_849188	XP_028708164
NP_001155973	XP_015005871
NP_001333694	XP_028691991
NP_001353774	XP_014997512
XP_016855823	XP_015001490
XP_005269704	XP_015003575
NP_060004	XP_014973992
NP_003793	XP_014974083
XP_011543165	XP_014969320
NP_000248	XP_014998894
NP_005954	XP_014973971
NP_000325	XP_014975582
NP_689472	XP_028707142
XP_005249549	NP_001108419
XP_011533852	XP_028702851
NP_001131139	XP_028703180
NP_001352881	XP_028695768
NP_056019	XP_014989497
XP_011530986	XP_028688204
NP_001366560	XP_028687158
XP_016872877	XP_028688922
NP_060003	XP_001113779
NP_055312	XP_014968102
NP_002463	XP_001113700
NP_006411	XP_015004282
XP_006716714	XP_015001410
NP_000084	XP_028690457
NP_001073936	XP_014977418
NP_689854	XP_028685251
XP_016883475	XP_028684176
XP_011521675	XP_028696565
NP_006412	XP_015000889
XP_011539361	XP_028690030
NP_056477	NP_001244518
NP_777576	XP_014997532
XP_011533205	XP_014976465
XP_011512740	XP_014991842
XP_011538765	XP_028688830
XP_011510350	XP_001093218
XP_016876668	XP_014999491
XP_011510861	XP_014985269
XP_011526219	XP_028695351
XP_016872855	XP_014971268
NP_001138462	XP_014993683
NP_065910	XP_014993965
XP_024308661	XP_014966329
XP_011520124	XP_001110480
XP_011509402	XP_028686485
NP_116277	XP_014972495
XP_005258728	XP_028695364
NP_001262	XP_014998550
XP_024305104	XP_028693100
XP_016866367	XP_014993180
NP_071396	XP_014991092
NP_056311	NP_001180777
NP_057688	XP_014996469
XP_011542759	XP_015000584
XP_016867022	XP_002803791
XP_011514277	XP_014990160
NP_056380	XP_028701220
XP_011543672	XP_014969349
XP_024305328	XP_028707344
XP_011512123	XP_028703970
NP_115921	XP_028702842
XP_006724599	XP_028698222
NP_714544	XP_028706666
XP_005260807	XP_015004985
NP_001352054	XP_014970557
XP_011517755	XP_028681874
NP_004230	XP_001092252
XP_016870344	XP_028690961
NP_001036009	XP_028696036
NP_115642	XP_001090488
NP_001303278	XP_028686503
XP_016879389	XP_014981172
NP_056169	XP_014972140
NP_001158137	XP_028702193
NP_919269	XP_001084767
XP_005273269	XP_014981735
NP_001272368	XP_014995411
XP_016857028	XP_028695718
XP_011520940	XP_028697317
XP_011511221	XP_014987480
XP_016880467	XP_014974390
XP_016862217	XP_014986212
NP_001157968	XP_014985356
NP_004749	XP_028692109
XP_016874530	XP_015007679
XP_016877280	XP_014999672
NP_001248392	XP_015003697
NP_002572	XP_014972456
NP_001355324	XP_014982424
XP_006724840	XP_028698317
XP_024310112	XP_028705438
XP_024305825	XP_028707035
XP_016867673	XP_028702097
NP_001310991	XP_014971184
NP_001354422	XP_028686422
XP_011509772	XP_028686410
NP_115804	XP_014983450
XP_016861136	XP_014986816
NP_002327	NP_001244648
NP_001073890	XP_028694970
NP_009224	XP_014991512
NP_056240	XP_014968265
XP_024304240	XP_014970066
NP_001275582	XP_014975466
NP_001353076	XP_014973357
NP_001080	XP_014980869
XP_005254194	XP_028707049
NP_065973	XP_014982998
XP_005268284	XP_028707717
XP_024309901	XP_014994961
NP_001358973	XP_028683341
XP_011541600	XP_028705347
XP_016869180	XP_028708843
NP_001036068	XP_015006193
XP_011510863	XP_014987334
NP_009231	XP_014975230
NP_065970	XP_028686812
XP_011523673	XP_014975490
NP_002637	XP_014975002
XP_005263415	XP_014994916
NP_001295049	XP_028707353
NP_060024	XP_001105869
NP_542411	XP_028703515
NP_060719	XP_014972440
NP_061198	XP_028706761
XP_011543331	XP_028688971
NP_001308307	XP_028689434
XP_016883917	XP_028701176
NP_056045	XP_028704217
NP_001837	XP_014976929
NP_001265354	XP_014982175
XP_005255916	XP_028696904
NP_001335658	XP_028687822
NP_001371475	XP_014992578
XP_016866180	XP_014992641
NP_075556	XP_028684065
NP_001003699	XP_001082516
XP_011539386	XP_028696147
NP_001362476	XP_014985011
NP_001363060	XP_015000280
NP_056534	XP_028696083
XP_016873816	XP_028688343
NP_065871	XP_028684330
NP_004295	XP_014967517
XP_016865394	XP_014995294
NP_002284	XP_002808304
XP_011523571	XP_014974476
XP_011532279	XP_014984568
NP_001333342	XP_014970832
NP_919431	XP_014977634
XP_011532619	XP_014986836
XP_016878512	XP_014980704
XP_024308699	XP_014967304
XP_373030	XP_001099986
XP_024307049	XP_014977109
XP_005248268	XP_028704197
NP_569711	XP_028701066
XP_011540770	XP_028694863
NP_001358171	XP_014992494
XP_024303606	XP_015002787
NP_001271188	XP_002808551
NP_001351247	XP_028683603
NP_001836	XP_014976931
NP_001304092	XP_014972427
XP_005270733	XP_028689605
NP_003052	XP_015003342
NP_008841	XP_028697011
XP_005246338	XP_001110249
XP_016856413	XP_001109249
NP_003861	XP_014998509
NP_065194	XP_028683385
NP_079146	XP_028708557
NP_001013725	XP_014997405
NP_001352564	XP_014986131
NP_001073948	XP_028705343
XP_011539187	XP_028696691
XP_005256606	XP_014974025
NP_001363500	XP_014969796
NP_009029	XP_015005185
NP_203754	XP_014969652
XP_011509378	XP_001110486
NP_001317629	XP_014987737
XP_006724680	XP_001098448
XP_016857388	XP_014989306
XP_016863419	XP_014994085
XP_011529151	XP_014983488
XP_016857374	XP_028688356
NP_001373859	XP_015005433
XP_016858161	XP_014985420
XP_011512018	XP_028704233
NP_000055	XP_014978122
NP_036363	XP_014970130
XP_006722909	XP_028695419
NP_006030	XP_001116053
XP_006712743	XP_014965767
NP_000019	XP_001106421
XP_006712840	XP_028687013
NP_061142	XP_014975691
XP_005259717	XP_028694505
XP_011530082	XP_028704656
NP_219499	NP_001162096
NP_078970	NP_001180693
XP_011515697	XP_028708640
NP_001258875	XP_014996846
XP_005255258	XP_014981323
XP_011530705	XP_028704707
NP_005752	NP_001248620
NP_005637	XP_001102931
NP_001138502	XP_028699842
NP_002429	NP_001180854
NP_996810	XP_028689721
NP_000082	XP_028686995
NP_001157858	XP_014996192
XP_016867371	XP_014989012
NP_005913	XP_014993127
NP_115818	XP_014973945
NP_115820	XP_014980910
XP_011539559	XP_014988304
XP_024305122	XP_014976688
NP_001695	XP_014992128
XP_011516423	XP_014972034
NP_001238949	XP_028706492
NP_001275914	XP_014975685
NP_689856	XP_028682891
NP_004178	XP_014982962
NP_003886	XP_028701191
XP_024306443	XP_014973715
NP_001365368	XP_015006917
NP_775873	XP_028685308
NP_542194	XP_015004537
XP_011511944	XP_028704241
XP_016885151	XP_014983605
NP_001073991	XP_014993554
XP_011524010	XP_014977038
NP_001847	XP_014989268
NP_001300971	XP_014975455
XP_005253462	XP_015006891
NP_853514	XP_028696550
XP_016858421	XP_014982960
XP_016883940	NP_001247701
XP_024309041	XP_001114017
XP_011512437	XP_028705211
XP_016883780	XP_028701037
XP_006712709	XP_028686781
XP_005246449	XP_028686585
NP_056281	XP_014986571
XP_011538498	XP_001106544
NP_001239029	XP_014975989
NP_001278796	XP_001104229
XP_011517801	XP_015002133
XP_006720500	XP_014997672
NP_000159	XP_014989159
XP_024306297	XP_028692567
NP_055454	XP_028705409
NP_001362582	XP_014990574
NP_001124295	XP_028695109
NP_001365136	XP_028693816
XP_011532283	XP_028699280
NP_060124	XP_001090497
XP_016868329	XP_028700980
XP_016873686	XP_014970248
NP_001129131	XP_014967815
XP_024303020	XP_015001752
NP_054799	XP_014997623
XP_011533457	XP_014976241
XP_006711655	XP_028709377
XP_016858494	XP_028707702
XP_011534248	XP_028703126
XP_005255780	XP_014981473
NP_001290427	XP_014989732
NP_060887	XP_014980612
XP_011539975	XP_014987452
NP_056471	XP_028707763
XP_011533233	XP_028693420
XP_016879894	XP_014975688
XP_016878863	XP_028696458
XP_005263453	XP_028690438
XP_016874708	XP_015006664
NP_056036	XP_015003401
NP_055790	XP_014978520
NP_001014364	XP_028702522
NP_056280	XP_014996796
NP_036425	XP_028687853
NP_071926	XP_014996572
XP_024306918	XP_002808207
NP_064505	XP_014965293
NP_006624	XP_014995783
XP_011513778	XP_014989069
NP_055877	XP_015003543
NP_001181875	XP_014986936
NP_775760	XP_014995437
NP_001358154	XP_028690881
XP_006711722	XP_014967880
XP_005267693	NP_001185592
XP_011542260	XP_014982733
NP_064693	XP_015006740
XP_016856341	XP_014976303
NP_004437	XP_014971515
NP_690848	XP_028708778
NP_787954	XP_028706704
XP_006723761	XP_001083661
NP_055506	XP_014997299
XP_024307588	XP_028684256
XP_005260519	XP_015004511
NP_001356185	XP_001110375
NP_647537	XP_015004916
NP_001140177	XP_014984073
NP_001036146	XP_028699328
XP_016881964	XP_014978611
XP_016882154	XP_014979214
NP_004482	XP_028694955
NP_001284579	XP_015006458
XP_016867006	NP_001265405
NP_056100	XP_028693798
XP_016859146	XP_014965377
XP_011534269	XP_014992843
XP_011537119	XP_015007853
NP_001058	XP_014975074
NP_001352825	XP_028685457
NP_060023	XP_014997447
XP_011526231	XP_028694818
NP_008958	NP_001253359
NP_055804	XP_014992172
NP_065829	XP_014998413
NP_001278910	XP_028702913
XP_011517314	XP_014973508
XP_016855481	XP_014988952
XP_016858130	XP_028696971
XP_016869593	NP_001253073
NP_001317928	XP_014992145
XP_011517730	XP_028681741
NP_940867	XP_028697666
NP_004765	XP_014975012
NP_001374509	XP_028700012
NP_001640	XP_014982408
XP_016868457	XP_028708561
NP_055621	NP_001253595
NP_001276325	XP_014973299
NP_001352935	XP_014998750
NP_001375382	XP_014975918
XP_006713103	XP_014987829
XP_005254465	XP_014998113
NP_056128	XP_028689910
NP_872584	XP_001092830
XP_011509271	XP_014965396
NP_997186	XP_002808559
NP_001292353	XP_014982587
XP_016878661	XP_028696778
NP_003961	XP_001096806
NP_001303238	XP_015001743
NP_001354395	XP_028684587
NP_003889	XP_014992542
NP_003623	NP_001265320
NP_001307279	XP_028701099
XP_016878726	XP_014981185
XP_011543457	XP_014969326
NP_009115	XP_014986241
XP_006712933	XP_014968555
XP_024305333	XP_014999291
XP_016876716	XP_028706405
NP_001138422	XP_028695997
NP_038476	XP_028707324
XP_011541005	XP_014971332
XP_005266359	XP_014976514
NP_004220	XP_001085867
NP_001122105	XP_015005278
XP_005267462	XP_014999176
NP_001008537	XP_001096699
NP_000384	XP_014966007
NP_001186346	XP_014974974
NP_001191147	XP_028685785
XP_016873061	XP_028689884
NP_075447	XP_015000663
NP_001275659	XP_028690047
XP_024305769	XP_014998349
XP_005250207	XP_028700580
NP_065944	XP_028690880
XP_006719119	XP_015006524
NP_005426	XP_001094223
XP_011511892	XP_028704074
NP_001136254	XP_015004046
XP_011524491	XP_028693601
XP_011519396	XP_014976809
NP_742066	XP_014967731
NP_005206	XP_028693732
XP_011524713	XP_028696010
XP_011529743	XP_028699124
NP_001122080	XP_028706603
NP_001317289	XP_014982598
XP_011532222	XP_014985802
NP_653252	XP_015000841
NP_056046	XP_014969751
NP_001309185	XP_028700018
XP_024302907	NP_001254722
XP_006724642	XP_014982971
XP_016862450	XP_014986002
NP_000383	NP_001028019
NP_065880	XP_014973207
NP_001284636	XP_014974281
NP_001264214	XP_014971656
NP_003777	XP_014974755
XP_005268318	XP_001108767
NP_056526	XP_028695837
XP_011520551	XP_028706644
NP_005912	XP_002804414
NP_001365140	XP_028690143
XP_024306029	XP_014981186
NP_064592	XP_014973592
NP_619727	XP_014981987
NP_000199	XP_028695354
XP_024310051	XP_014974801
NP_525021	XP_028692569
NP_000255	XP_014973587
NP_001035207	XP_028689628
XP_005248689	XP_001110183
NP_000043	XP_014983206
NP_055869	XP_001088354
NP_620594	XP_014971920
NP_055592	XP_001083545
XP_016874961	XP_028685117
XP_005258290	XP_028694050
XP_011516804	XP_014972320
NP_001333445	XP_028682548
NP_001276976	XP_028683853
XP_016863960	NP_001253370
XP_006721054	XP_028696822
XP_011530891	XP_014967489
XP_005251926	XP_014973376
XP_011514525	XP_014990223
NP_001372548	XP_014996151
NP_055731	XP_014989833
NP_689585	XP_028693996
NP_079429	XP_028705723
NP_001333369	XP_028682166
XP_011518869	XP_015006520
NP_000483	NP_001028110
NP_001371381	XP_015003220
XP_016874317	XP_028685264
XP_011540739	XP_014995237
NP_056076	XP_002799936
NP_001357331	XP_028700896
XP_005262366	XP_014983126
XP_011531220	XP_028687771
XP_016880922	XP_028691350
NP_001317665	XP_028682543
NP_443141	XP_028705132
XP_024305174	XP_014976169
NP_001273510	XP_014968721
XP_005266355	XP_014976343
NP_001336221	XP_028699741
NP_001363446	XP_014992795
NP_008986	XP_015002666
XP_016885171	XP_014982907
NP_149075	XP_028700258
XP_011526969	XP_028684219
XP_011526789	XP_015004171
XP_016866934	XP_014991911
NP_004317	XP_028691365
XP_005248611	XP_028705310
XP_011526950	XP_015004738
XP_016868239	XP_014989167
XP_016864349	XP_014993433
NP_036546	XP_001103011
XP_011522859	XP_014975353
NP_001973	XP_015007426
XP_011510616	XP_014986925
