NP_001254479	XP_039326040
XP_016882868	XP_039322674
NP_005550	XP_003924882
XP_006719812	XP_003919751
NP_001354553	XP_039329870
NP_001399	XP_039316803
XP_024309756	XP_010342492
XP_016873278	XP_003923789
NP_004360	XP_039325652
NP_001258867	XP_010329367
NP_001371941	XP_039329161
NP_001354814	XP_010338627
XP_011515855	XP_003935570
NP_000050	XP_039329367
NP_004376	XP_003920833
XP_016873014	XP_039318191
NP_001371661	XP_039325439
XP_006713873	XP_039333007
XP_016865149	XP_039316441
NP_006653	XP_010338973
NP_001353106	XP_039316175
NP_001035957	XP_039331700
XP_016879871	XP_039332595
XP_016863060	XP_039317782
XP_005257207	XP_039331747
NP_000543	XP_010328324
XP_016884700	XP_003931153
NP_001365257	XP_039319212
NP_001264198	XP_010335496
XP_006720506	XP_039318800
NP_056224	XP_039327807
NP_001449	XP_039328695
XP_016863877	XP_010342722
XP_011514973	XP_039328976
XP_011521649	XP_010346143
NP_001365112	XP_039319781
XP_011531983	XP_010336159
XP_011508493	XP_003925369
NP_056986	XP_010349717
XP_005263429	XP_010336917
NP_001243415	XP_010350705
XP_006717045	XP_010339555
NP_001104026	XP_003943953
XP_016874755	XP_003926640
NP_004406	XP_039318523
NP_001157789	XP_039333096
NP_060087	XP_039317220
NP_000085	XP_003926351
NP_597677	XP_039320690
XP_006712761	XP_039326025
NP_055318	XP_010338518
NP_003226	XP_003933743
NP_002215	XP_003923202
NP_001341825	XP_003920746
XP_016883588	XP_039335349
XP_005272732	XP_039331283
NP_055542	XP_039321790
NP_077719	XP_003944837
XP_016861499	XP_039333347
NP_001365690	XP_039327231
NP_001337091	XP_039319321
XP_005267559	XP_003924275
XP_011511226	XP_003942617
XP_016870485	XP_010334294
XP_016856320	XP_010349145
NP_055836	XP_003923005
XP_016855575	XP_003930404
XP_005245072	XP_039315812
NP_006827	XP_003932237
XP_016861487	XP_039333081
NP_004949	XP_010344833
XP_016871599	XP_039334420
XP_011512129	XP_003934776
NP_056234	XP_003920330
XP_006720161	XP_039324913
XP_016867287	XP_010339686
NP_705833	XP_039336420
XP_011509253	XP_003925620
NP_060034	XP_003929671
XP_016868217	XP_039316348
NP_001164100	XP_010333383
XP_005268859	XP_003927880
XP_005246454	XP_003925614
XP_011535320	XP_039325369
NP_001291477	XP_003924219
NP_000426	XP_039322757
XP_011512725	XP_010332189
NP_000867	XP_039323215
NP_002364	XP_003928986
NP_001296171	XP_039332962
XP_024306305	XP_010338268
XP_011512294	XP_039335447
NP_722576	XP_039320005
XP_016877205	XP_003924349
NP_116165	XP_039333712
NP_940980	XP_003926700
NP_115593	XP_010340889
NP_065741	XP_039318050
XP_011524424	XP_003924744
NP_006729	XP_010348259
XP_016866290	XP_039318530
NP_001084	XP_039327773
XP_016876613	XP_039325098
NP_001362247	XP_039330826
NP_078966	XP_010347904
NP_066022	XP_039321783
XP_011519916	XP_003929722
NP_002408	XP_003922137
XP_005268084	XP_039318792
NP_075461	XP_039322029
NP_001138890	XP_003938528
XP_011531934	XP_039333346
NP_057368	XP_039331751
XP_024302187	XP_010335850
XP_006720780	XP_039324839
XP_011511010	XP_003925077
XP_024303525	XP_039320971
XP_016866048	XP_010332135
NP_001278253	XP_039332411
XP_005272229	XP_010344728
NP_006280	XP_039330983
NP_997698	XP_039317296
XP_016880042	XP_039332007
NP_004371	XP_003928519
XP_011519299	XP_003934520
XP_016878673	XP_039316202
XP_011527896	XP_010348367
NP_001265227	XP_010334125
XP_011530467	XP_010333073
XP_024307774	XP_010341506
NP_003377	XP_039316439
NP_001420	XP_003932886
NP_001373227	XP_039322046
NP_003096	XP_039326448
NP_001136336	XP_039330294
NP_079413	XP_003928966
NP_006303	XP_039328435
NP_061496	XP_003931334
NP_056993	XP_003935263
XP_011525662	XP_010346313
XP_006711705	XP_039316904
XP_016857740	XP_003925363
NP_001371403	XP_039319672
NP_001231892	XP_010350140
NP_955452	XP_039333311
XP_005264574	XP_010331902
NP_001316055	XP_010334109
XP_006721664	XP_003929318
NP_000480	XP_003936899
XP_011534351	XP_010347606
NP_000341	XP_039316865
XP_005258164	XP_010333900
XP_011521840	XP_039332582
XP_006718732	XP_039326798
XP_005267477	XP_039325095
NP_055495	XP_039331794
XP_024301921	XP_039316487
NP_004332	XP_010350633
NP_000709	XP_039317415
NP_001020029	XP_010333457
NP_005900	XP_003925811
NP_001804	XP_003929546
NP_001019554	XP_003927875
XP_011536382	XP_010341135
XP_016874762	XP_003927881
NP_000123	XP_003943974
XP_024304557	XP_003937038
XP_016869867	XP_003925310
XP_011528760	XP_039318440
NP_061836	XP_039336360
NP_001888	XP_003943040
XP_011533696	XP_003922957
NP_005119	XP_039336346
XP_011533097	XP_039327534
NP_057417	XP_039334074
XP_011522064	XP_039332635
XP_016870167	XP_039330958
NP_002842	XP_003921089
NP_006006	XP_039329484
NP_005112	XP_039332259
XP_011508218	XP_003938084
NP_001138424	XP_010340778
NP_689957	XP_039316540
XP_006719591	XP_003927844
NP_001280555	XP_039328808
NP_001361757	XP_039322973
XP_005264641	XP_010331771
NP_054733	XP_003941311
XP_024301812	XP_010334860
XP_016877297	XP_003924268
XP_016869811	XP_003928199
XP_011543206	XP_039327442
NP_065073	XP_003926922
XP_011532396	XP_003936610
NP_001186978	XP_039321176
XP_024307952	XP_010347528
XP_016877711	XP_003935639
NP_477352	XP_010328771
NP_001354490	XP_039329477
XP_016859930	XP_010334537
XP_011509080	XP_010334690
XP_006719985	XP_039329065
XP_005246722	XP_039325516
NP_055523	XP_039328257
NP_066919	XP_039319155
NP_005111	XP_010329220
XP_011510726	XP_003925141
XP_011537058	XP_039328240
XP_011532135	XP_010335354
XP_016861165	XP_039336133
XP_016867448	XP_010329918
XP_005262425	XP_003931111
NP_055640	XP_010336627
XP_011543348	XP_010329109
XP_005269750	XP_039321090
XP_016875415	XP_010343370
NP_002448	XP_039326297
NP_001004334	XP_003931248
NP_004548	XP_039323699
NP_001371747	XP_039317178
NP_620305	XP_039336317
NP_891550	XP_010349214
XP_011541219	XP_039326539
XP_006721026	XP_039334271
XP_006722671	XP_039321886
XP_011525315	XP_039322298
NP_003283	XP_039315745
XP_005266395	XP_010333975
XP_011517818	XP_010347999
XP_005256484	XP_039331989
NP_060506	XP_003928885
NP_001371404	XP_003926033
XP_024309159	XP_003935500
XP_024308593	XP_039326003
XP_005260057	XP_039321383
XP_011510412	XP_039330207
NP_055160	XP_003923079
XP_011541349	XP_039318129
XP_011522899	XP_010328585
XP_005264971	XP_039333495
NP_062535	XP_039324808
XP_024303906	XP_039334466
NP_001376546	XP_003938324
XP_011516468	XP_010334193
XP_011534830	XP_039324726
XP_005258413	XP_039319816
NP_001269789	XP_010346716
NP_060542	XP_003935400
NP_982272	XP_039317384
NP_001357633	XP_039333686
NP_002325	XP_010335713
XP_005266191	XP_010350462
NP_036466	XP_039319120
XP_011543326	XP_039326893
NP_004136	XP_039323003
NP_056140	XP_003932560
NP_061897	XP_010335801
NP_055616	XP_010349835
NP_001511	XP_039333995
XP_011523944	XP_003924855
NP_001274418	XP_039334468
NP_001292204	XP_039329784
XP_006719768	XP_039327792
NP_001364953	XP_039326427
XP_024308994	XP_039325591
XP_011536085	XP_003932242
XP_011520314	XP_003940590
XP_016868308	XP_010342362
NP_542417	XP_003944394
NP_001161707	XP_003928063
NP_000121	XP_039316038
NP_055950	XP_003921020
NP_009117	XP_010340965
XP_016870448	XP_039330797
NP_996879	XP_003933579
XP_016859658	XP_039336041
NP_002841	XP_039321760
XP_011509935	XP_039330652
NP_001008938	XP_003920098
XP_024307083	XP_010330734
XP_005250743	XP_039328881
XP_006711821	XP_039320216
NP_056288	XP_010333263
NP_006062	XP_003932998
NP_001035232	XP_003921968
NP_000928	XP_003929214
NP_803187	XP_039324639
XP_005273221	XP_003930458
NP_060899	XP_003925816
NP_036462	XP_039334024
NP_001362342	XP_039330987
XP_011538506	XP_039334229
NP_055601	XP_039326826
XP_011540175	XP_039329416
XP_011509912	XP_010327774
NP_056372	XP_039330381
XP_006722277	XP_010340803
NP_036553	XP_003937060
NP_115618	XP_003944172
XP_011517228	XP_039330781
XP_016869210	XP_010344323
XP_006724878	XP_010330092
NP_001092874	XP_039317914
XP_005246356	XP_039325753
NP_001185688	XP_003921994
NP_060132	XP_003921006
NP_065770	XP_039322791
NP_001010870	XP_039323531
NP_996810	XP_003935112
NP_002290	XP_003922057
XP_011526807	XP_039335202
XP_024309019	XP_039316687
NP_001317569	XP_010337027
NP_001358972	XP_039317157
XP_005262352	XP_039331372
NP_001356583	XP_039326145
XP_024305390	XP_039324918
NP_001307764	XP_039325132
XP_011510089	XP_039325558
NP_001373268	XP_039326776
XP_011543165	XP_039326602
NP_001264	XP_039317530
NP_659419	XP_039327770
XP_006723661	XP_003933204
NP_059984	XP_003943963
XP_011509159	XP_010334558
NP_066363	XP_003932606
XP_011509919	XP_010350765
NP_001017969	XP_003928226
XP_006721929	XP_039332954
NP_001159435	XP_010350772
XP_011531007	XP_003922786
XP_005269705	XP_010348790
XP_005263172	XP_039324323
XP_011533950	XP_003926403
NP_001243084	XP_039320085
XP_024305999	XP_039333843
NP_005641	XP_003932858
NP_055873	XP_003934436
XP_011542959	XP_039319311
XP_011529011	XP_039319217
XP_006722059	XP_010340665
XP_011517906	XP_039334612
XP_016877839	XP_010337790
XP_011522177	XP_039332828
NP_001120680	XP_003929543
NP_001136235	XP_039321104
NP_001380	XP_010336683
XP_006718110	XP_039320887
NP_001156729	XP_003943931
NP_079357	XP_039325147
XP_005265428	XP_010339790
NP_001356197	XP_010348185
XP_005258149	XP_010333875
NP_004738	XP_003939816
NP_001333694	XP_039331845
NP_060482	XP_039320180
XP_016883228	XP_039335253
NP_001376220	XP_039327837
XP_024309291	XP_010335329
NP_001364472	XP_039321042
NP_006412	XP_003942945
NP_001358518	XP_039322743
NP_071348	XP_010335772
NP_055918	XP_010335217
XP_016883947	XP_039336555
NP_003963	XP_003922444
XP_005264475	XP_010331888
XP_011525622	XP_039322367
XP_006717948	XP_010331687
NP_001157281	XP_010338348
NP_004937	XP_003936218
XP_011542831	XP_039316961
NP_002283	XP_010345469
XP_024309300	XP_039333620
NP_001293018	XP_039319798
XP_011515533	XP_039320568
XP_011535336	XP_003930608
XP_016867690	XP_039328604
NP_001374479	XP_039320172
XP_005265126	XP_039317883
NP_001369277	XP_010350693
NP_002461	XP_039331909
NP_002464	XP_010341809
XP_005261261	XP_010348369
NP_060404	XP_039322202
NP_000060	XP_003938303
XP_011516365	XP_003928186
XP_011542792	XP_010328540
NP_694984	XP_003936877
NP_001135452	XP_010337855
NP_002462	XP_039325343
XP_005263966	XP_010350343
NP_061152	XP_010342808
NP_001317189	XP_039328255
NP_733468	XP_039318812
NP_001351860	XP_039330818
NP_000248	XP_039325345
NP_001035203	XP_039334210
NP_775837	XP_010347398
NP_003793	XP_039332728
XP_011536103	XP_003939381
NP_060004	XP_003929291
NP_001034230	XP_039318967
NP_001365136	XP_010333872
XP_011531155	XP_039334688
XP_016878010	XP_039335873
NP_001366560	XP_039325530
NP_000325	XP_039331953
XP_011537056	XP_039317492
NP_001138947	XP_039328273
XP_016857512	XP_003925390
NP_000084	XP_039317462
NP_001352881	XP_039329716
XP_011543362	XP_010332587
NP_056019	XP_039328781
NP_001363793	XP_010341654
NP_001032	XP_039336157
NP_005954	XP_039332732
XP_005255916	XP_010331975
XP_016879516	XP_039332772
NP_002463	XP_039332730
XP_024304666	XP_039327505
NP_060003	XP_010338158
NP_001073883	XP_010348867
XP_011530986	XP_039316126
XP_016883475	XP_010340976
NP_006411	XP_003932599
NP_001073936	XP_003926123
NP_079216	XP_039317048
NP_001293066	XP_010344118
XP_006716714	XP_039320685
NP_005076	XP_010339714
XP_011538765	XP_039329782
XP_016881477	XP_003924837
XP_005267041	XP_010344791
XP_016872877	XP_039326759
NP_443179	XP_010335067
NP_001138462	XP_003927552
NP_056311	XP_039320571
XP_005255767	XP_039334083
NP_777576	XP_003929000
XP_016876668	XP_003924541
NP_997191	XP_039315938
NP_071396	XP_039318586
XP_024305104	XP_039329325
NP_005952	XP_039327216
NP_001358171	XP_039322157
NP_689854	XP_039317640
XP_011510350	XP_003921999
NP_001262	XP_010347729
NP_001307676	XP_003931765
NP_055312	XP_010331785
XP_016866367	XP_039323172
NP_056477	XP_039330554
XP_011533205	XP_010343233
NP_001185879	XP_039329383
XP_016855823	XP_003933289
NP_001335658	XP_039333634
XP_005269704	XP_039321066
NP_001353774	XP_003929009
XP_024308847	XP_039325525
XP_005258728	XP_039321817
NP_001358973	XP_039318944
NP_001155973	XP_039319005
NP_057688	XP_039328054
XP_024308661	XP_010334680
XP_024309179	XP_039333214
XP_011543672	XP_039326655
XP_011526219	XP_010328496
XP_011509205	XP_039326115
NP_001303278	XP_010328810
NP_116277	XP_039330926
NP_001272368	XP_039325881
NP_714544	XP_010337837
NP_056169	XP_039330884
XP_011542759	XP_039317067
XP_016880467	XP_039332222
XP_011533852	XP_039323318
XP_005273269	XP_039320175
NP_001353076	XP_010344437
NP_001352054	XP_039326901
NP_056056	XP_039318243
NP_056380	XP_010336647
XP_006724599	XP_010333116
NP_001036009	XP_039321795
XP_011510861	XP_039333112
XP_011517854	XP_010339524
XP_016877280	XP_010333628
XP_016874530	XP_003926563
NP_001355324	XP_010334682
NP_004230	XP_010348859
XP_011520124	XP_039335998
XP_016867022	XP_010332180
XP_016867673	XP_039328659
XP_016862217	XP_039333077
NP_001275582	XP_010338020
NP_001073890	XP_039322914
XP_011520940	XP_003928465
XP_024310112	XP_039325651
XP_016857028	XP_039329701
NP_001131139	XP_039323770
NP_001248392	XP_010331196
NP_002327	XP_003934569
NP_001036068	XP_010343326
XP_006724840	XP_039320051
XP_016879389	XP_039334040
XP_011509772	XP_010328629
XP_011514277	XP_003921140
NP_115804	XP_010344702
XP_016870344	XP_003928176
NP_115921	XP_039323880
NP_056471	XP_003933404
NP_001158137	XP_039328797
NP_065970	XP_039325959
XP_005268284	XP_039318723
XP_005263415	XP_010336850
NP_542411	XP_003923177
NP_055880	XP_003923787
NP_001157968	XP_003935502
XP_011511221	XP_010328706
NP_002572	XP_039331004
NP_005174	XP_010348532
NP_001080	XP_039334048
XP_016883917	XP_039336316
NP_061198	XP_003941667
XP_011539361	XP_010345708
XP_011512740	XP_039323422
XP_011543331	XP_010350223
NP_002637	XP_039322311
NP_065973	XP_010329865
NP_065910	XP_039324379
XP_011539386	XP_039330275
NP_004749	XP_010338036
NP_001295049	XP_010339411
XP_011510863	XP_003925054
NP_001308307	XP_003919925
NP_689472	XP_039335899
XP_011540770	XP_039329935
NP_056240	XP_003942581
NP_056045	XP_003927550
XP_024305825	XP_010329138
NP_001333342	XP_010343920
NP_002284	XP_003925353
NP_009224	XP_003944366
NP_004295	XP_003941568
XP_016866180	XP_010335830
XP_005248268	XP_010336461
XP_011523673	XP_039331860
NP_056534	XP_039322869
NP_008841	XP_010339093
NP_065871	XP_003932743
XP_011521675	XP_010329634
NP_079146	XP_003942949
XP_016865394	XP_003936263
NP_001363500	XP_010332469
XP_011509402	XP_039335967
XP_006722497	XP_039319783
XP_024307049	XP_003924857
XP_016869180	XP_039320506
NP_003052	XP_003922391
NP_036326	XP_039327272
XP_016861136	XP_039317716
NP_001317629	XP_039336063
XP_016857388	XP_039329856
NP_003861	XP_010347796
NP_001371475	XP_039321356
XP_011541600	XP_039324815
XP_024308699	XP_010344076
XP_011529151	XP_010344666
NP_001003699	XP_003927422
NP_001013725	XP_039318817
XP_006722909	XP_039322146
NP_001837	XP_003928297
NP_001354422	XP_010329040
NP_055804	XP_003926379
NP_001265354	XP_003938130
XP_024303606	XP_010348802
NP_919431	XP_010335172
NP_001836	XP_039329306
NP_001352564	XP_010345308
XP_005270733	XP_010347278
NP_000019	XP_003933316
XP_011523571	XP_039332310
XP_011532279	XP_010337200
NP_060719	XP_003925233
XP_016858161	XP_039329735
XP_016857374	XP_039330422
NP_919269	XP_010339785
XP_024309901	XP_039335096
XP_005256606	XP_039331981
NP_061142	XP_039331765
XP_373030	XP_039323949
NP_001238949	XP_003940603
NP_001351247	XP_039318283
XP_005260807	XP_039335660
XP_005246338	XP_039325459
NP_001124295	XP_003938993
NP_009029	XP_039318329
NP_001695	XP_003926396
XP_011539559	XP_039329956
NP_001258875	XP_003936220
XP_016856413	XP_039329876
NP_001157858	XP_039335234
NP_001363060	XP_003933356
XP_016873816	XP_010331470
NP_849188	XP_039317111
XP_011524010	XP_039319574
NP_001365368	XP_039328032
NP_004178	XP_003943766
NP_060024	XP_003941705
XP_016873686	XP_039326302
NP_219499	XP_003921100
XP_016883780	XP_039336310
NP_003886	XP_003927710
NP_115818	XP_010338077
NP_001362476	XP_039333588
XP_016885151	XP_010340012
NP_005913	XP_039323513
XP_016867371	XP_010339642
XP_016878512	XP_039333786
XP_024305122	XP_010339958
NP_001304092	XP_003925224
NP_001300971	XP_003938338
NP_075556	XP_003941123
XP_016883940	XP_010336628
NP_542194	XP_039335584
NP_005752	XP_010338467
NP_787954	XP_010337817
NP_064505	XP_003931652
XP_006712709	XP_010334781
NP_000082	XP_003925510
XP_005259717	XP_039321499
NP_000055	XP_039321856
NP_005637	XP_039320218
NP_056281	XP_003926334
NP_001073948	XP_010334823
XP_011532619	XP_010339800
NP_001847	XP_010346457
XP_011539187	XP_039330322
NP_001362582	XP_003937570
XP_006724680	XP_039320049
NP_001073991	XP_003927498
NP_001271188	XP_003922457
XP_016863419	XP_039324326
XP_011509378	XP_039325944
XP_024309041	XP_039315916
NP_064693	XP_010335599
XP_011512437	XP_003925978
NP_000159	XP_003930810
XP_011534248	XP_039323657
NP_203754	XP_039326836
NP_001129131	XP_039334430
NP_078970	XP_003926885
NP_006030	XP_003942476
XP_011538498	XP_039320901
XP_016874708	XP_003934592
XP_011530082	XP_039335097
XP_005263453	XP_039317285
NP_001278910	XP_010341281
NP_055790	XP_010327767
XP_011513476	XP_003938706
NP_055454	XP_010338659
NP_006624	XP_039333442
NP_001239029	XP_039322440
XP_006712743	XP_010350732
XP_011512018	XP_003941036
XP_005255780	XP_039334085
NP_065194	XP_039318929
NP_002429	XP_003930693
XP_005246449	XP_003921992
NP_071926	XP_039333619
XP_011516423	XP_039317461
XP_005267693	XP_003924269
XP_011517801	XP_010339542
XP_024307588	XP_039335622
XP_005260519	XP_039335413
NP_054799	XP_039325206
NP_004482	XP_039321805
NP_647537	XP_039335341
NP_004437	XP_010339237
XP_006711655	XP_010339221
NP_056100	XP_003926095
NP_001181875	XP_010335948
NP_055506	XP_003935796
XP_011532283	XP_010343174
NP_001354395	XP_010327934
XP_016878863	XP_039334189
NP_689856	XP_039321160
NP_874365	XP_039320371
NP_056280	XP_039333927
NP_569711	XP_039336480
NP_001356185	XP_003925632
XP_011511944	XP_039324035
XP_006712840	XP_003925503
NP_115820	XP_003928518
XP_011517730	XP_010348013
NP_060023	XP_039318797
NP_001191147	XP_039328322
XP_024303020	XP_039320448
XP_016881964	XP_010350791
NP_036425	XP_039332992
XP_016855481	XP_039329810
NP_690848	XP_003933729
NP_056036	XP_010331495
NP_004765	XP_039332750
NP_056128	XP_003923639
XP_016869593	XP_039320475
NP_997186	XP_039321282
NP_055877	XP_003922309
XP_011513778	XP_010339678
NP_001036146	XP_010336844
XP_011530705	XP_039335095
NP_001352935	XP_039330029
XP_006713103	XP_010339836
XP_011517314	XP_010350176
NP_001191354	XP_039329075
NP_853514	XP_039332607
NP_065829	XP_039335957
XP_005254465	XP_039324784
NP_001374509	XP_010345392
NP_001009931	XP_039316133
NP_775873	XP_039328116
XP_006720500	XP_003928931
XP_006711722	XP_010346783
XP_016858494	XP_003938295
NP_003623	XP_003942794
NP_001138502	XP_003926269
XP_016878661	XP_039334314
XP_011542260	XP_003939536
NP_001317928	XP_010335418
XP_011524491	XP_039319444
NP_001290427	XP_010343659
NP_055621	XP_010329991
NP_004220	XP_039331317
NP_001275914	XP_003931837
NP_000384	XP_003940884
XP_011526231	XP_010328433
NP_001373859	XP_039318260
NP_001161693	XP_003925702
NP_005206	XP_003926109
NP_038476	XP_010333255
NP_001276325	XP_039317205
XP_024305769	XP_039335861
XP_011533457	XP_003919793
NP_001275659	XP_039330719
NP_008958	XP_039336246
NP_775760	XP_003925946
NP_009115	XP_039333086
XP_016882154	XP_010346267
NP_003961	XP_003940756
NP_075447	XP_010347015
XP_011543457	XP_039327302
XP_016858421	XP_010344168
XP_005266359	XP_003934406
XP_006724642	XP_039331548
NP_001186346	XP_039332316
NP_001309185	XP_039333127
XP_005255258	XP_003930271
NP_001264214	XP_010329096
XP_016873061	XP_003923670
XP_024306443	XP_010341964
XP_011509271	XP_010340473
NP_001008537	XP_003936910
NP_001358154	XP_039331233
NP_009231	XP_039331930
XP_011541005	XP_039326311
XP_024302907	XP_039320393
NP_742066	XP_003926813
XP_011532222	XP_039334499
NP_065880	XP_003928228
NP_001375382	XP_039332990
XP_011516804	XP_010349661
NP_005912	XP_039323605
XP_016879894	XP_003931838
NP_001122080	XP_010344504
NP_065944	XP_010349099
NP_003889	XP_010342601
XP_016862450	XP_039333228
XP_024305333	XP_039325099
NP_001136254	XP_039316732
NP_000642	XP_010339349
NP_001284636	XP_003938298
XP_024310051	XP_010347254
XP_016863960	XP_003936293
NP_056046	XP_039327160
XP_016868329	XP_039328698
XP_006712933	XP_003922817
XP_005250207	XP_039316638
NP_001372548	XP_010337611
XP_016878726	XP_039333978
NP_000255	XP_010347066
NP_008986	XP_003939815
NP_001363446	XP_010341311
XP_011524713	XP_039322816
XP_016874317	XP_003941493
XP_011535239	XP_039324617
XP_011519396	XP_003928254
NP_056526	XP_039322639
NP_001035207	XP_039326500
XP_005258290	XP_039319737
XP_024305174	XP_039329135
XP_005266355	XP_039329257
NP_001307279	XP_039336503
NP_001640	XP_039331446
XP_005262366	XP_010329223
NP_001336221	XP_039334659
NP_619727	XP_003940018
XP_016859146	XP_010340475
XP_011511892	XP_039323996
NP_000043	XP_010345653
XP_011543334	XP_010346616
NP_001317289	XP_039323137
XP_016868239	XP_039318011
XP_016868457	XP_039320389
NP_689585	XP_003934907
NP_003777	XP_039332235
NP_055869	XP_003929646
XP_011517755	XP_039334781
NP_000383	XP_039321299
NP_001357331	XP_039316424
NP_060887	XP_003928140
NP_000483	XP_003921101
XP_016876716	XP_039318805
XP_011510616	XP_003926991
NP_079429	XP_010343629
XP_011514525	XP_003921108
XP_016856341	XP_003944187
NP_055592	XP_003940814
XP_005248689	XP_003920850
NP_001333369	XP_010338902
XP_011531220	XP_003935292
XP_016856233	XP_010327990
NP_003734	XP_010344078
XP_005267462	XP_010339381
NP_060224	XP_003923222
XP_011540739	XP_039329616
NP_064592	XP_003938220
NP_001369437	XP_039325363
NP_579878	XP_039323989
XP_011534269	XP_010335861
XP_011541883	XP_003920739
XP_006723761	XP_003932690
XP_005251926	XP_039317361
NP_001028229	XP_039333193
NP_054860	XP_003929878
NP_073752	XP_003935652
XP_006719365	XP_003939252
NP_036546	XP_039319363
NP_055731	XP_003934286
NP_056276	XP_039319778
NP_001284579	XP_039328433
XP_024306029	XP_039334315
NP_705618	XP_039325826
NP_115642	XP_039335971
NP_000079	XP_003931313
NP_004317	XP_003944438
XP_011508975	XP_003940879
NP_001122105	XP_003942687
NP_001276976	XP_039318472
NP_001295	XP_039332156
XP_016864349	XP_039324168
XP_016858130	XP_010348640
XP_016874961	XP_039317655
XP_016885171	XP_010348548
NP_653252	XP_039320730
NP_057591	XP_039332751
XP_011520427	XP_039318902
XP_011539975	XP_010343687
XP_006721054	XP_003928427
NP_056018	XP_003942018
NP_001317137	XP_010342476
NP_001973	XP_003939359
NP_000199	XP_003938922
NP_620594	XP_039317161
NP_002007	XP_039316019
NP_001303238	XP_039320349
NP_001231118	XP_039325269
XP_005264880	XP_039333142
NP_003276	XP_010334402
NP_055417	XP_010334122
XP_016880922	XP_010340732
NP_065186	XP_039324020
NP_598000	XP_003926372
NP_001269058	XP_003931500
NP_001317665	XP_003922405
NP_001310991	XP_039336388
NP_001278796	XP_003924185
XP_011522859	XP_003943667
NP_149075	XP_039334684
XP_005255136	XP_010337430
NP_055659	XP_003933420
XP_011537119	XP_039328358
XP_016883022	XP_039323021
XP_011526950	XP_039335205
NP_060853	XP_039335811
XP_016871417	XP_039334875
XP_011509233	XP_039325673
XP_005266487	XP_003927227
NP_001161328	XP_039327565
XP_011526969	XP_039335300
XP_016859066	XP_003925631
NP_000081	XP_003940885
NP_940867	XP_010344694
