NP_001254479	XP_023416909
XP_006720506	XP_023423281
XP_016870485	XP_003470961
NP_056224	XP_013004512
XP_006720161	XP_013010099
NP_001365112	XP_023418460
NP_065872	XP_023418018
XP_016856320	XP_023418325
XP_005246454	XP_003474253
NP_055542	XP_013005172
NP_056986	XP_023417489
NP_055836	XP_003474933
XP_006720780	XP_023418038
XP_011508493	XP_013013408
XP_016871599	XP_023422494
NP_001365257	XP_013014076
NP_689594	XP_012998094
XP_011541131	XP_013010964
NP_006280	XP_013008759
NP_066022	XP_003462051
XP_011509253	XP_003474251
NP_005550	XP_023418495
XP_016880042	XP_003469510
NP_000085	XP_023415866
XP_011511226	XP_023415977
NP_001354814	XP_023423400
NP_060606	XP_013013531
NP_001611	XP_013005979
XP_016861487	XP_012999337
NP_001362247	XP_003470649
NP_000426	XP_003461856
NP_115593	XP_013005572
NP_004371	XP_003477760
XP_016866048	XP_013013328
XP_005264574	XP_003461973
XP_016868217	XP_013008075
NP_060087	XP_023422179
NP_001243415	XP_023420665
XP_016877205	XP_003474531
NP_997698	XP_003473149
XP_006712761	XP_023422800
NP_003096	XP_003472804
NP_057368	XP_005004757
NP_001420	XP_003470564
NP_001138890	XP_003478076
NP_116165	XP_013012177
NP_001316055	XP_023415991
NP_003881	XP_003462033
XP_011519299	XP_023422327
XP_011524424	XP_003474044
XP_024301921	XP_003473209
XP_005245072	XP_003474786
NP_001371941	XP_023416231
NP_940980	XP_013004740
XP_016857740	XP_003474912
XP_016877788	XP_023423258
NP_001373227	XP_023418552
NP_001084	XP_012997469
XP_011514973	XP_023423179
NP_055318	XP_003476105
NP_061496	XP_013004978
NP_000867	XP_013004273
NP_003226	XP_003467392
XP_006721664	XP_023419289
XP_011531934	XP_003477085
XP_005268859	XP_023423412
XP_016876613	XP_003472415
XP_005257207	XP_003465891
NP_055495	XP_003469775
NP_001371403	XP_003474113
NP_004332	XP_013011347
NP_054733	XP_003471793
XP_016861499	XP_013015684
XP_024302187	XP_023419016
NP_065741	XP_023416275
XP_006718732	XP_023420177
NP_001138424	XP_013002520
XP_005267477	XP_013010706
XP_011533696	XP_023419216
XP_011512725	XP_013012192
XP_005264641	XP_023420553
XP_006717045	XP_013010496
XP_011533097	XP_013004093
NP_002364	XP_005006300
XP_011532396	XP_005008320
NP_000341	XP_003478994
XP_016859930	XP_013013003
NP_001371661	XP_013008292
NP_000480	XP_003471104
XP_016869867	XP_023421175
XP_011521840	XP_003464876
XP_005262425	XP_013005627
NP_005900	XP_003461655
XP_005264971	XP_003476512
NP_079413	XP_013014109
XP_016861165	XP_005006787
XP_016870167	XP_012998380
NP_006303	XP_013010014
NP_001365690	XP_013010882
XP_011543348	XP_023420356
XP_011536382	XP_003477974
NP_065073	XP_003465703
XP_006717948	XP_003462442
NP_001278253	XP_023418682
NP_001136336	XP_013001438
NP_477352	XP_003478087
NP_001020029	XP_005004830
NP_001380	XP_013001517
XP_005269750	XP_023417397
NP_705838	XP_013002078
NP_002325	XP_003465257
XP_006711705	XP_012998306
XP_011522899	XP_023419144
XP_016874762	XP_023423411
NP_689957	XP_003469953
NP_055935	XP_013007030
XP_006719985	XP_023416365
XP_016875415	NP_001166394
NP_005112	XP_003469499
NP_003283	XP_023422865
XP_016877711	XP_003471930
XP_006719591	XP_003475970
XP_024304557	XP_003461663
NP_000050	XP_012996389
XP_016867448	XP_005003785
XP_011543326	XP_005003037
XP_016878673	XP_003461237
XP_005256484	XP_023419347
NP_001376546	XP_003474888
NP_060506	XP_005000545
XP_005260057	XP_023419895
NP_001274418	XP_023422086
XP_024308593	XP_012997857
XP_011530467	XP_013007378
XP_024307774	XP_013000059
XP_016870448	XP_023421811
XP_011534830	XP_003472390
NP_001888	XP_013001062
XP_005250743	XP_003467927
XP_011536085	XP_023416667
XP_005268084	XP_013009973
XP_016868308	XP_013007880
NP_005119	XP_003464024
NP_001008938	XP_003465256
XP_011537058	XP_005006414
XP_011534351	XP_023417369
NP_982272	XP_003472318
XP_024307952	XP_003478007
XP_011509935	XP_023418770
NP_061836	XP_013001481
NP_006729	XP_023423264
XP_011510726	XP_013015258
NP_001265227	XP_013015430
NP_004376	XP_003479515
XP_011512129	XP_003464407
XP_011532135	XP_013015183
XP_011520314	XP_013014226
XP_006721026	XP_012997311
XP_016869811	XP_003472305
NP_803187	XP_003463041
XP_011509912	XP_023416924
NP_057417	XP_012997149
NP_055523	XP_003462962
NP_066919	XP_023421041
NP_002842	XP_003475088
XP_005273221	XP_003474816
XP_024301812	XP_023417665
NP_115618	XP_005000660
XP_011540175	XP_012999723
NP_955452	XP_023420662
NP_001159435	XP_023416832
NP_001035232	XP_023416804
XP_011512294	XP_003470232
XP_024309159	XP_013007238
XP_006722497	XP_003466568
XP_011528760	XP_012997646
NP_060542	XP_003473424
NP_055950	XP_023423201
XP_011511010	XP_003476340
NP_001345164	XP_013015536
XP_011523944	XP_003464496
NP_001231892	XP_023417637
NP_075461	XP_023420218
XP_016866290	XP_003468890
NP_001092874	XP_023418356
NP_891550	XP_023417422
XP_005272229	XP_003470873
NP_036462	XP_023422529
NP_001264	XP_013000552
NP_001354490	XP_023417040
XP_005269705	XP_013012156
XP_024308994	XP_023422794
XP_011508218	XP_023419513
NP_060034	XP_013003163
NP_001364472	XP_012998872
XP_024305999	XP_003478254
NP_059984	XP_003462184
NP_001373268	XP_013003516
NP_001364953	XP_023421931
NP_055640	XP_003467321
XP_011531007	XP_003461979
NP_060482	XP_003474312
XP_011543206	XP_013000757
NP_056372	XP_013009279
NP_036553	XP_003462325
NP_001371747	XP_013008803
NP_003963	XP_003462447
XP_005258413	XP_023422614
XP_011541219	XP_023422011
NP_001291477	XP_023420698
XP_024303906	XP_023420446
XP_016877297	XP_013010019
XP_005262352	XP_013009128
XP_011522177	XP_023419346
NP_000928	XP_005002208
NP_002464	XP_003470507
NP_001307764	XP_013000907
XP_011519916	XP_012996837
XP_011529011	XP_004999776
NP_006006	XP_023421450
XP_011516468	XP_003479181
NP_000248	XP_003474533
NP_001296171	XP_023420654
NP_001333694	XP_013007564
NP_001035203	XP_012997142
XP_016859658	XP_012997819
NP_004937	XP_003473377
NP_060004	XP_003466268
NP_005954	XP_003466267
NP_066363	XP_003467763
XP_011509919	XP_012997887
NP_002462	XP_003474534
XP_006722277	XP_013003744
NP_705833	XP_023417945
NP_000123	XP_003462174
NP_001186978	XP_023417215
NP_001351860	XP_003463860
NP_005641	XP_023421133
NP_001369277	XP_013010068
NP_001155973	XP_013008547
NP_079216	XP_012998932
XP_016883228	XP_003467778
NP_001358972	XP_003472270
NP_036466	XP_013004739
NP_055873	XP_003477507
XP_005246356	XP_023416802
XP_006718110	XP_013013692
NP_003377	XP_023420897
NP_002463	XP_003466266
NP_001352881	XP_013009288
NP_659419	XP_003475967
NP_060003	XP_013004164
NP_006412	XP_003479989
XP_016883475	XP_013005714
NP_002841	XP_012997883
NP_006411	XP_005002868
NP_003793	XP_023419344
NP_000060	XP_003474895
NP_001157281	XP_003469725
XP_005263966	XP_003471732
NP_001366560	XP_003474610
XP_016867690	XP_003469835
NP_061897	XP_023422123
NP_004548	XP_023422378
XP_016876668	XP_013010665
XP_011509159	XP_023418292
XP_024307083	XP_003460944
NP_062535	XP_023421884
XP_011542831	XP_013007088
NP_002340	XP_012997828
XP_006724878	XP_003462226
NP_001317569	XP_013010521
XP_006721929	XP_013007363
NP_000709	XP_023422061
XP_011517755	XP_023418232
XP_024305104	XP_003477640
XP_016855575	XP_013013117
XP_016880467	XP_013007603
NP_056477	XP_003472994
NP_777576	XP_003475498
XP_016862217	XP_012999302
XP_006719768	XP_013014827
NP_001275582	XP_005003559
NP_001362342	XP_013010469
NP_000325	XP_003465977
NP_002327	XP_013008517
XP_011516365	XP_013010566
NP_001019554	XP_023423414
XP_016872877	XP_003468380
NP_000084	XP_013008706
XP_011543165	XP_005003020
NP_056288	XP_013002444
NP_001156729	XP_012996949
NP_620305	XP_012997288
XP_011512740	XP_003473908
XP_006722059	XP_023418658
XP_016877839	XP_023421714
XP_011525622	XP_023418946
XP_011517906	XP_023417886
NP_002283	XP_003476714
NP_055616	XP_023422329
NP_004738	XP_023422475
XP_011510089	XP_005001124
XP_011510412	XP_003471747
NP_001317189	XP_023423444
XP_011530986	XP_005003400
XP_011515533	XP_003467406
NP_001293018	XP_013000656
XP_016874530	XP_003476166
XP_005246722	XP_023416896
NP_001361757	XP_005008737
XP_005258149	XP_003464501
NP_001269789	XP_013014189
NP_056311	XP_023417542
NP_001136235	XP_003474013
NP_002290	XP_003478769
NP_001363793	XP_023421317
XP_005267041	XP_005002273
XP_005258728	XP_013005327
NP_001138462	XP_013009706
NP_002461	XP_013004165
NP_001292204	XP_023421157
NP_689854	XP_023423501
XP_024303525	XP_023417314
XP_011510350	XP_023416788
NP_005111	XP_013009135
NP_056056	XP_023422219
NP_001337091	XP_013013330
XP_006723661	XP_023415891
XP_006724599	XP_013007420
NP_071348	XP_023422133
XP_006722671	XP_013002162
NP_996879	XP_023417022
XP_006711821	XP_005005840
NP_056169	XP_023421192
XP_016866367	XP_013004305
NP_079357	XP_013013029
XP_005265428	XP_013001731
XP_016878010	XP_013014172
NP_542417	XP_013012203
NP_694984	XP_013009114
NP_060404	XP_012997051
XP_006716714	XP_005008280
XP_016879389	XP_012997263
NP_057688	XP_012996289
XP_016881477	XP_013012647
XP_024309300	XP_013001833
NP_001032	XP_013007345
NP_001335658	XP_005001554
NP_001374479	XP_003474328
NP_001073936	XP_013012542
XP_011517730	XP_023422285
NP_001511	XP_012997044
XP_005265126	XP_013011837
XP_011542792	XP_013002272
XP_024305390	XP_003471865
NP_001036009	XP_005000025
NP_004136	XP_003464230
NP_001073890	XP_003464245
NP_071396	XP_013006904
XP_005273269	XP_023422343
XP_011536103	XP_013014586
NP_056019	XP_023423038
NP_055601	XP_013000722
XP_016855823	XP_023417015
NP_001333342	XP_023420374
NP_001355324	XP_023417761
NP_001073883	XP_023421898
NP_002637	XP_003474725
NP_000419	XP_013010742
NP_542411	XP_013012419
NP_001280555	XP_013013967
NP_001161707	XP_013015532
NP_001248392	XP_013013850
XP_005268284	XP_003463148
XP_005261261	XP_003463200
XP_016857028	XP_023421381
XP_006724840	XP_023416647
XP_011520940	XP_003478524
NP_001303278	XP_023416812
XP_016870344	XP_003472230
XP_011532279	XP_013007318
NP_005174	XP_012999741
NP_003861	XP_003475800
NP_001317629	XP_023417556
XP_011541349	XP_013006596
XP_024309019	XP_012999906
XP_011509772	XP_023416911
NP_056380	XP_003467229
NP_001356197	XP_013014386
XP_005248268	XP_023418775
NP_714544	XP_003471937
NP_001080	XP_005007493
NP_003052	XP_003479609
XP_011520124	XP_013014347
XP_011533950	XP_003480244
NP_000121	XP_003468734
NP_002572	XP_003479189
XP_016857388	XP_003471264
XP_006722909	XP_003461287
XP_011542759	XP_012998885
NP_009117	XP_013005869
NP_001352054	XP_003463464
XP_011539559	XP_003471328
XP_024309179	XP_003463919
NP_001358973	XP_023421230
NP_001258875	XP_003473376
NP_001307676	XP_003461477
XP_024308699	XP_023422081
NP_008841	XP_023416645
NP_056240	XP_013006968
NP_000019	XP_012998446
XP_011543362	XP_003463458
XP_024310112	XP_012998694
NP_001353076	XP_013010507
XP_011525315	XP_003465455
NP_001239029	XP_003474745
NP_115804	XP_013005669
XP_016883917	XP_023416585
XP_011525662	XP_013005179
NP_009029	XP_012997255
XP_024305825	XP_023418054
NP_001013725	XP_003475728
NP_079146	XP_003479988
XP_016857374	XP_023417159
NP_001363500	XP_003465266
XP_016883940	XP_023419751
NP_065871	XP_023420013
NP_115818	XP_013004211
XP_016874708	XP_023421065
NP_002284	XP_013013286
NP_001278910	XP_023420306
XP_011523673	XP_013007478
XP_005264475	XP_023419862
XP_005269704	XP_003475276
XP_011526807	XP_013000091
XP_011517228	XP_023420241
NP_006030	XP_005002025
NP_116277	XP_003478896
XP_011543331	XP_013006296
NP_064693	XP_013008579
NP_001353774	XP_013014212
NP_001017969	XP_005004815
XP_016869180	XP_013011541
XP_016883780	XP_013000446
NP_612429	XP_013000377
NP_056100	XP_013012629
NP_004230	XP_003462703
XP_005260519	XP_005002826
NP_001365368	XP_013004741
XP_016885151	XP_013003418
NP_001836	XP_003477630
XP_011543672	XP_023420152
NP_056045	XP_013005435
NP_005913	XP_003466408
NP_004482	XP_003464653
XP_005267693	XP_003464813
XP_011532283	XP_023420677
NP_001371475	XP_023420329
XP_016855481	XP_023421424
XP_005263415	XP_013015695
NP_060023	XP_003475750
NP_060132	XP_003472211
XP_011534248	XP_003468488
NP_001358518	XP_023422467
XP_011517854	XP_013001446
XP_011539386	XP_023421525
NP_775873	XP_023423483
XP_011511221	XP_013015092
NP_001300971	XP_013013306
XP_011531155	XP_013011339
XP_011540770	XP_003471435
NP_003886	XP_013005198
NP_001135452	XP_013014007
NP_996810	XP_023420369
XP_016858161	XP_023421480
NP_001352935	XP_023417133
XP_005255780	XP_012997158
NP_001276325	XP_013010488
NP_065970	XP_013000669
XP_016865394	XP_003470227
NP_001374509	XP_013015075
XP_016866180	XP_013003439
XP_005266191	XP_013011249
NP_647537	XP_005008408
NP_001157858	XP_013002195
XP_016873686	XP_005001926
NP_004765	XP_003466966
XP_005258164	XP_013002111
XP_016867673	XP_013013784
NP_001191147	XP_012997167
XP_011539361	XP_023417575
XP_024307588	XP_023419948
NP_001351247	XP_023416537
XP_011527896	XP_013000447
NP_004220	XP_003469411
NP_004749	XP_013004926
XP_011510861	XP_023420607
NP_001238949	XP_023423228
XP_005254465	XP_003462246
NP_919431	XP_013012530
NP_001356185	XP_003474524
NP_061142	XP_023416826
XP_011533205	XP_005007117
NP_036425	XP_003465000
NP_001357633	XP_023416455
NP_001278796	XP_005002240
NP_997191	XP_003475417
NP_036326	XP_003463912
NP_005752	XP_003476329
NP_001309185	XP_003476754
NP_078966	XP_013007064
NP_055454	XP_003479494
NP_061198	XP_003471832
XP_006713103	XP_023422291
XP_011524010	XP_023418473
NP_064505	XP_003478678
XP_005255767	XP_003477936
XP_016873816	XP_013001424
NP_001293066	XP_013011173
XP_024304666	XP_013000180
NP_001354395	XP_013014272
NP_787954	XP_003471893
NP_055918	XP_005008410
XP_011510863	XP_023415982
NP_001036146	XP_005004434
NP_001275659	XP_003475107
XP_024308847	XP_023415935
XP_024309041	XP_013014436
XP_011509205	XP_023418298
XP_006712709	XP_023417972
XP_011516804	XP_013008919
XP_016863960	XP_003477168
XP_011529151	XP_003467663
NP_036363	XP_013009356
NP_075447	XP_003462924
NP_000384	XP_003478750
NP_001272368	XP_023421001
XP_016873061	XP_003472836
NP_001362582	XP_013009237
NP_008986	XP_003473860
NP_003623	XP_003467174
NP_006624	XP_003470284
XP_024302907	XP_003463738
NP_055790	XP_013006441
NP_001264214	XP_013010973
XP_016878863	XP_012997386
XP_011508422	XP_023422858
NP_005076	XP_013008709
NP_001363446	XP_003468514
XP_016867371	XP_003470007
NP_001304092	XP_003479183
NP_001181875	XP_013015548
NP_001847	XP_003471266
NP_065880	XP_003472228
NP_056993	XP_012997007
NP_001369437	XP_005003847
NP_874365	XP_013001180
NP_056281	XP_023416173
XP_024306918	XP_023422593
XP_011541005	XP_023421976
XP_011535336	XP_013010197
XP_011537056	XP_003476137
XP_016874317	XP_003475884
NP_001284636	XP_013013439
NP_001157968	XP_003469323
NP_004317	XP_003479327
XP_024308661	XP_023422632
XP_024307049	XP_013002154
XP_016862450	XP_003480180
XP_016868457	XP_003479981
NP_056276	XP_003474072
NP_065973	XP_012998538
XP_011510616	XP_003477099
NP_001124295	XP_003460912
NP_071926	XP_012996448
XP_016859146	XP_023416856
XP_016869210	XP_023419212
NP_219499	XP_023423134
NP_000199	XP_003468418
NP_009224	XP_003473791
XP_024310051	XP_013013344
XP_016878726	XP_003478232
XP_005262366	XP_013009153
XP_016867022	XP_005005428
XP_016877626	XP_003475316
NP_002429	XP_013000003
XP_011541883	XP_003473320
NP_054799	XP_003471890
NP_001073991	XP_013002029
NP_001034230	XP_013008571
NP_009115	XP_003480159
NP_001003699	XP_003468898
XP_024303606	XP_023422530
NP_001358171	XP_013003952
NP_001363060	XP_003478982
NP_115921	XP_023420336
XP_016857512	XP_003474703
NP_001317137	XP_013003529
NP_000159	XP_023420977
XP_016858421	XP_003474283
XP_016856233	XP_003479062
NP_001336221	XP_023416040
NP_001317289	XP_013004396
NP_690848	XP_013011676
NP_004437	XP_023422630
XP_011517818	XP_003473574
NP_000205	XP_003476605
NP_055417	XP_023415988
NP_065812	XP_003464843
XP_006721234	XP_003477726
XP_016862847	XP_023417525
NP_001837	XP_023416341
XP_011524491	XP_013012627
XP_005266355	XP_003477318
XP_024305769	XP_003475512
NP_001058	XP_013005083
NP_003961	XP_003479758
NP_001161328	XP_005000498
XP_005246338	XP_013012864
XP_006711722	XP_013014119
NP_056128	XP_013010884
NP_003276	XP_003474705
NP_001357331	XP_023420890
NP_001973	XP_003476244
NP_056471	XP_003463187
XP_016881964	XP_013012337
NP_001278651	XP_023422200
NP_003734	XP_013011361
NP_000055	NP_001166374
NP_002449	XP_013005773
NP_705618	XP_003470327
NP_001317928	XP_023416521
XP_016880922	XP_013002409
XP_016856413	XP_023417026
NP_000483	NP_001265686
NP_001136254	XP_003479285
NP_036565	XP_013000671
XP_005251926	XP_013010517
XP_024306297	XP_023418853
NP_001035207	XP_013000796
XP_016878661	XP_012997029
NP_612369	XP_005005698
NP_003738	XP_003462662
XP_011529936	XP_013015716
XP_011530082	XP_013015789
NP_001093869	XP_005004544
XP_011524713	XP_003465495
XP_011538506	XP_013012308
NP_057591	XP_003466968
NP_001122080	XP_013014196
NP_008870	XP_003471855
NP_003889	XP_003468482
NP_055843	XP_013000965
XP_016866497	XP_023420497
XP_005248611	XP_003462721
XP_011543457	XP_023420159
NP_689585	XP_023421468
NP_001291288	XP_023420517
XP_006724680	XP_013005659
XP_005266359	XP_003477525
NP_001036068	XP_023422332
NP_001295	XP_003469743
NP_775760	XP_023420992
NP_733468	XP_013014417
XP_011538765	XP_003479178
NP_000082	XP_023422796
XP_016859066	XP_023422806
XP_011514525	XP_003475185
NP_056280	XP_013011627
NP_005624	XP_013011209
XP_011535239	XP_023422681
NP_055144	XP_013010381
NP_689856	XP_003479850
XP_006719365	XP_003476317
NP_075556	XP_023415823
NP_001804	XP_013006069
XP_005255136	XP_012997425
XP_016869593	XP_003466040
NP_056046	XP_003465204
NP_001308307	XP_005008828
XP_011509271	XP_012998026
XP_005246247	XP_012999915
XP_011532222	XP_023418373
NP_001295049	XP_023421660
NP_619727	XP_005004688
XP_005254127	XP_012996867
NP_001004334	XP_003467115
NP_056018	XP_003478932
XP_011540130	XP_003471477
NP_542194	XP_003467791
NP_000079	XP_023419625
NP_005397	XP_003474160
XP_011509402	XP_023416886
NP_579878	XP_005004485
XP_006721594	XP_013004232
XP_005263453	XP_003473029
XP_011538498	XP_023423066
NP_000043	XP_023421357
XP_024306443	XP_003469720
NP_055869	XP_003475921
NP_001185879	XP_003477561
NP_001311048	XP_003461128
XP_011514557	XP_013007874
XP_011532619	XP_023422358
XP_011524280	XP_023422604
XP_005270733	XP_013000349
XP_011520551	XP_023423145
NP_001008537	XP_003471029
XP_011509378	XP_013012759
NP_742066	XP_023422058
NP_060853	XP_023416869
NP_060045	XP_005003603
NP_001271188	XP_013012500
NP_001091868	XP_003466617
NP_001159583	XP_023420233
XP_016856341	XP_003474757
NP_054831	XP_003479888
NP_001351785	XP_023422853
NP_001695	XP_023416468
XP_005246449	XP_012997927
XP_016877510	XP_003480233
NP_056036	XP_003479836
NP_001073948	XP_013013709
XP_011521675	XP_013010376
NP_065815	XP_003478527
NP_065194	XP_003461635
NP_055835	XP_003471994
XP_005258290	XP_013012552
NP_005912	XP_023420997
XP_011512026	XP_003471589
NP_689472	XP_013013949
XP_005264880	XP_013015175
XP_011509080	XP_023422804
NP_000081	XP_003478754
NP_060899	XP_023421562
XP_016866359	XP_003468553
NP_061903	XP_003470310
XP_011517314	XP_013013789
XP_024305664	XP_003463626
XP_011517801	XP_023417899
XP_016866934	XP_003473685
NP_001131139	XP_003467478
NP_038476	XP_023421651
XP_024305969	XP_012997063
XP_011523571	XP_013007699
NP_001307279	XP_013001512
XP_011519396	XP_012996879
NP_001353347	XP_012998352
NP_000370	XP_003473062
XP_024304866	XP_013000211
NP_000255	XP_023420143
NP_001355794	XP_012997234
XP_024305333	XP_013010597
NP_001158137	XP_013013986
NP_775837	XP_012997295
XP_016857976	XP_023416937
XP_006713348	XP_013015108
NP_006062	XP_003461999
NP_000383	XP_003479618
NP_003777	XP_003467087
NP_001353453	XP_013014680
XP_016858494	XP_003474899
XP_011531457	XP_003473088
NP_036525	XP_003466209
NP_065976	XP_003479168
XP_016879516	XP_013003737
NP_001350318	XP_023423043
XP_024303020	XP_003463735
NP_002244	XP_003471712
NP_060719	XP_023417129
XP_011515262	XP_005000935
XP_011531220	XP_023422111
NP_036558	XP_003472180
NP_005853	XP_003476553
NP_060124	XP_013013899
XP_011511944	XP_013009742
NP_079429	XP_003473391
NP_002652	XP_023423158
NP_005637	XP_005005292
XP_016865476	XP_003477413
NP_001164432	XP_013007851
XP_016864349	XP_003461913
XP_005263479	XP_013009377
XP_011537169	XP_013000255
NP_001106	XP_003467396
NP_055030	XP_013014402
XP_016878512	XP_012997271
XP_024308587	XP_003473125
XP_006711655	XP_013013008
XP_011512437	XP_013008357
XP_005247270	XP_013000952
NP_065186	XP_003471615
XP_016881299	XP_013012607
NP_001268400	XP_003463590
NP_001338299	XP_023416033
NP_003237	XP_013014293
NP_001269058	XP_013007655
NP_073752	XP_003471844
NP_694972	XP_003476539
NP_005327	XP_005005737
XP_005256606	XP_013004108
NP_002448	XP_003460755
NP_443179	XP_013012694
NP_955387	XP_003462900
NP_001354553	XP_023418200
NP_001358154	XP_023421291
XP_024305328	XP_023421655
NP_660333	XP_023419831
XP_005266487	XP_012996591
NP_001290427	XP_023423081
NP_001129131	XP_023422144
XP_011533457	XP_003477429
XP_005256612	XP_003466011
NP_061152	XP_005008678
NP_060918	XP_003476152
NP_207837	XP_003472074
NP_001371957	XP_023418008
XP_011513476	XP_023423040
NP_000929	XP_003471727
NP_060587	XP_003479678
NP_000080	XP_005006094
XP_011511892	XP_003471737
XP_011516423	XP_023421308
NP_000780	XP_023419151
XP_006712840	XP_023422644
XP_011539187	XP_005004471
XP_016866087	XP_023419358
NP_001013860	XP_023421751
XP_005257825	XP_013004965
XP_011508975	XP_023416905
XP_011543475	XP_013006641
XP_011512144	XP_003467461
NP_001351997	XP_023417163
NP_001120680	XP_003468085
NP_001353615	XP_013010946
XP_024306633	XP_004999679
NP_001120932	XP_013014718
NP_858045	XP_013005855
NP_002421	XP_003478399
NP_004178	XP_023417157
XP_011513778	XP_005001971
NP_004901	XP_023420190
XP_011509233	XP_013012862
XP_005249419	XP_003474021
XP_006712743	XP_012997785
XP_024305174	XP_023416183
NP_071378	XP_005002856
XP_005255375	XP_003477836
XP_011530070	XP_013007132
NP_002882	XP_004999693
XP_011540739	XP_013000347
NP_079029	XP_003478712
NP_001186346	XP_005002467
NP_060595	XP_003471427
NP_982354	XP_012996847
NP_109592	XP_013008583
XP_005252786	XP_023418206
NP_054722	XP_005004684
XP_016874961	XP_003470491
NP_008958	XP_013015083
XP_024304269	XP_003463419
NP_000594	NP_001166456
XP_016858338	XP_013013411
NP_003741	XP_023417328
XP_016861136	XP_023418374
XP_024309509	XP_003464136
NP_071765	XP_023421951
NP_005836	XP_003477662
XP_005268318	XP_023416009
NP_055945	XP_013015533
NP_001354427	XP_023416820
XP_005255258	XP_012997438
NP_055731	XP_003469935
XP_005268509	XP_005007023
XP_011531792	XP_005006907
NP_036440	XP_013006265
NP_001363454	XP_005001616
NP_055680	XP_023417929
NP_001365498	XP_003468434
NP_001010870	XP_023422478
